50.005 0.0420302 0.00224496 0.0411728 0.701838 0.00479913 0.984854 5.08996e-05 0.0153269 0.277198 0.749616 0.89818 0.0256861 0.55658 5.35479e-06 0.930465 0.835992 0.525909 0.593711 0.76607 0.0915094 1.88055e-06 0.994232 0.0973817 0.0169781 0.512355 0.728038 0.726091 0.000335119 0.722186 0.00584814 0.107008 0.601699 0.0355175 0.963248 0.00272799 0.0755691 0.0113707 0.304661 0.464394 0.0110222 0.994849 7.65644e-05 0.0400314 0.964934 0.986903 0.995746 0.14668 0.00144554 6.13672e-06 -0.112792 0.819909 -0.110179 0.800915 -0.107566 0.781921 -0.104953 0.762926 0.59258 0.262793 0.57745 0.256083 0.56232 0.249373 1.07138 -0.281802 1.04176 -0.27401 1.01213 -0.266218 0.56154 0.212151 0.544608 0.205755 0.527677 0.199358 0.27635 0.559686 0.267189 0.541132 0.258028 0.522578 0.153334 0.515908 0.147689 0.496917 0.142045 0.477926 0.136401 0.458935 0.596712 -0.10177 0.570954 -0.0973767 0.545196 -0.0929836 0.519438 -0.0885906
50.055 0.0550309 0.00176022 0.0388496 0.68553 0.00480552 0.98511 5.41048e-05 0.0133902 0.217365 0.702822 0.894401 0.0205308 0.660801 7.18664e-06 0.884315 0.856458 0.621776 0.62714 0.754867 0.0763014 1.51342e-06 0.995055 0.134539 0.0163041 0.499009 0.741182 0.659611 0.000233957 0.816519 0.00766373 0.0894829 0.596055 0.0632103 0.960979 0.0031247 0.0950803 0.0076866 0.291043 0.462482 0.0100846 0.995786 0.000110681 0.0263886 0.949341 0.988239 0.995945 0.103576 0.00187828 8.17324e-06 -0.106036 0.821786 -0.10358 0.802748 -0.101123 0.78371 -0.0986668 0.764672 0.53622 0.341704 0.522529 0.33298 0.508838 0.324255 1.12644 -0.299451 1.09529 -0.291171 1.06415 -0.282891 0.570676 0.168403 0.553469 0.163326 0.536263 0.158248 0.328313 0.553789 0.317429 0.535431 0.306546 0.517073 0.144789 0.51848 0.139459 0.499395 0.134129 0.480309 0.128799 0.461223 0.574998 -0.0761459 0.550177 -0.072859 0.525356 -0.069572 0.500536 -0.066285
50.105 0.0707853 0.00143144 0.037079 0.670232 0.0048865 0.984956 5.72009e-05 0.0123032 0.164976 0.65114 0.887433 0.0168471 0.752225 9.42519e-06 0.808883 0.869632 0.703936 0.660966 0.732597 0.0654991 1.2767e-06 0.995637 0.183465 0.0165613 0.486189 0.751355 0.586381 0.000160257 0.879752 0.0104075 0.0747679 0.591943 0.110739 0.957892 0.00345196 0.122989 0.00535596 0.278674 0.461649 0.00960274 0.996478 0.00015973 0.0182647 0.928129 0.989094 0.996122 0.0756785 0.00245918 1.09099e-05 -0.0963257 0.822901 -0.0940941 0.803837 -0.0918626 0.784774 -0.0896311 0.76571 0.478794 0.419651 0.466569 0.408936 0.454344 0.398222 1.16637 -0.310065 1.13412 -0.301492 1.10187 -0.292919 0.58299 0.121786 0.565412 0.118114 0.547834 0.114442 0.373784 0.543119 0.361393 0.525114 0.349002 0.50711 0.141813 0.520297 0.136593 0.501144 0.131373 0.481992 0.126152 0.462839 0.558675 -0.0563593 0.534559 -0.0539264 0.510443 -0.0514936 0.486327 -0.0490607
50.155 0.0896182 0.0012095 0.0357207 0.656011 0.00505462 0.984451 6.01721e-05 0.0118473 0.121271 0.598029 0.877471 0.0141446 0.824829 1.21102e-05 0.694053 0.874972 0.769956 0.694302 0.691177 0.0585301 1.13709e-06 0.996001 0.244557 0.017996 0.475822 0.759241 0.509304 0.000107854 0.919762 0.0143615 0.062516 0.589241 0.181471 0.953397 0.00363136 0.161749 0.00387531 0.266109 0.461717 0.0095782 0.996992 0.000228293 0.0132117 0.900251 0.989508 0.996276 0.0572855 0.00321755 1.4533e-05 -0.0837972 0.823414 -0.0818559 0.804339 -0.0799146 0.785263 -0.0779733 0.766188 0.4216 0.491622 0.410836 0.47907 0.400071 0.466517 1.18199 -0.312179 1.1493 -0.303547 1.11662 -0.294915 0.598869 0.072606 0.580813 0.0704168 0.562756 0.0682277 0.409812 0.525521 0.396227 0.5081 0.382642 0.490679 0.14435 0.521552 0.139036 0.502353 0.133722 0.483155 0.128409 0.463956 0.545635 -0.0415459 0.522082 -0.0397525 0.498528 -0.0379591 0.474975 -0.0361656
50.205 0.111919 0.00106309 0.0346734 0.642906 0.00532905 0.983642 6.30044e-05 0.0119039 0.0864057 0.546977 0.864795 0.0121151 0.878116 1.52854e-05 0.539379 0.870992 0.820022 0.726144 0.619394 0.0552776 1.08183e-06 0.996146 0.316191 0.021088 0.469518 0.765382 0.432139 7.13069e-05 0.944945 0.0199033 0.0524032 0.587817 0.27036 0.946646 0.00359523 0.214468 0.00293213 0.251976 0.462538 0.0100973 0.997371 0.000321103 0.00996121 0.864912 0.989477 0.996406 0.0448452 0.00418656 1.93115e-05 -0.0684636 0.823435 -0.0668776 0.804359 -0.0652915 0.785283 -0.0637055 0.766207 0.36653 0.553876 0.357171 0.539735 0.347813 0.525593 1.16593 -0.302954 1.13369 -0.294577 1.10145 -0.2862 0.618411 0.0218266 0.599765 0.0211685 0.581119 0.0205104 0.436607 0.499746 0.422134 0.483179 0.40766 0.466613 0.152623 0.522368 0.147005 0.503139 0.141387 0.48391 0.135769 0.464681 0.534235 -0.0306162 0.511173 -0.0292946 0.488112 -0.027973 0.465051 -0.0266514
50.255 0.13818 0.000972716 0.0338631 0.630931 0.00573893 0.982565 6.56847e-05 0.0124437 0.0597363 0.500575 0.849763 0.0105604 0.915174 1.90043e-05 0.369692 0.855456 0.855811 0.755488 0.510311 0.0562273 1.11729e-06 0.996043 0.394737 0.0267285 0.468325 0.770203 0.358861 4.62818e-05 0.961102 0.0275534 0.0441472 0.587539 0.364923 0.936609 0.00333389 0.284768 0.00233741 0.235311 0.464 0.0113831 0.997647 0.000442717 0.00782659 0.821793 0.988954 0.996512 0.0362007 0.00540245 2.56465e-05 -0.0502197 0.823037 -0.0490563 0.80397 -0.0478929 0.784903 -0.0467295 0.765836 0.315531 0.604792 0.307475 0.58935 0.299419 0.573908 1.11768 -0.278645 1.08678 -0.270941 1.05587 -0.263236 0.641385 -0.0290403 0.622047 -0.0281647 0.602708 -0.0272891 0.455889 0.466477 0.440777 0.451013 0.425664 0.43555 0.167224 0.5228 0.161069 0.503556 0.154913 0.484311 0.148757 0.465066 0.523279 -0.0225652 0.500691 -0.0215911 0.478102 -0.0206171 0.455514 -0.019643
50.305 0.169031 0.000927181 0.033235 0.620085 0.00632902 0.981259 6.82005e-05 0.0135263 0.0402235 0.460184 0.832789 0.00935019 0.94015 2.3338e-05 0.22824 0.8266 0.879595 0.781491 0.37838 0.0625659 1.26737e-06 0.995643 0.475333 0.0365204 0.472647 0.774033 0.292836 2.95775e-05 0.971746 0.0380475 0.0375113 0.58828 0.452702 0.922163 0.00290843 0.375583 0.00197972 0.215919 0.466031 0.0139184 0.997837 0.000597074 0.00642088 0.771248 0.987835 0.996594 0.0300358 0.00690374 3.41586e-05 -0.028837 0.822265 -0.028169 0.803216 -0.0275009 0.784167 -0.0268329 0.765118 0.270175 0.644618 0.263277 0.628159 0.256379 0.6117 1.04792 -0.23766 1.01894 -0.231088 0.989968 -0.224517 0.667349 -0.0782063 0.647227 -0.0758483 0.627106 -0.0734903 0.469724 0.428093 0.454153 0.413901 0.438581 0.39971 0.18909 0.522834 0.18213 0.503588 0.175169 0.484343 0.168209 0.465097 0.511956 -0.0165733 0.489857 -0.0158579 0.467757 -0.0151424 0.445658 -0.014427
50.355 0.205284 0.000921614 0.0327486 0.610353 0.00716949 0.979757 7.05378e-05 0.0152781 0.0266187 0.426102 0.814326 0.00839726 0.956735 2.83863e-05 0.136037 0.784513 0.893671 0.803615 0.257389 0.0760695 1.56463e-06 0.994866 0.553097 0.053148 0.482309 0.77711 0.236178 1.87992e-05 0.978942 0.0524393 0.0323043 0.589881 0.526941 0.902147 0.0024126 0.485889 0.00179609 0.194431 0.468593 0.0187052 0.997957 0.000786773 0.00552082 0.714394 0.985944 0.996653 0.0255327 0.00873026 4.58253e-05 -0.00395083 0.821147 -0.0038593 0.802124 -0.00376778 0.783101 -0.00367625 0.764078 0.231431 0.674734 0.225522 0.657507 0.219613 0.640279 0.972822 -0.184237 0.945924 -0.179143 0.919025 -0.174049 0.695945 -0.123963 0.674962 -0.120226 0.653978 -0.116488 0.480018 0.387331 0.464105 0.374491 0.448193 0.361651 0.21904 0.522349 0.210977 0.503121 0.202914 0.483893 0.194851 0.464665 0.499777 -0.0120128 0.478203 -0.0114942 0.456629 -0.0109757 0.435055 -0.0104571
50.405 0.247953 0.000956374 0.0323735 0.601714 0.00837303 0.978094 7.26795e-05 0.0178464 0.017532 0.397876 0.794839 0.00764235 0.967706 3.42928e-05 0.0831271 0.730898 0.899931 0.821644 0.168572 0.0989807 2.03832e-06 0.993575 0.624211 0.0805349 0.496703 0.779594 0.189571 1.20525e-05 0.983921 0.0722058 0.0283827 0.592096 0.58645 0.875391 0.00192641 0.606207 0.00175302 0.171989 0.471678 0.0277457 0.99801 0.00101171 0.00499717 0.653038 0.98301 0.996688 0.0221718 0.0109224 6.21654e-05 0.0249556 0.819686 0.0243775 0.800697 0.0237993 0.781708 0.0232212 0.762719 0.199622 0.696949 0.194525 0.679154 0.189429 0.66136 0.903166 -0.126149 0.878193 -0.122661 0.85322 -0.119173 0.727296 -0.164998 0.705367 -0.160023 0.683438 -0.155048 0.488397 0.34613 0.472207 0.334656 0.456017 0.323182 0.256569 0.521038 0.247124 0.501858 0.23768 0.482678 0.228235 0.463499 0.486515 -0.00841881 0.465514 -0.0080554 0.444513 -0.00769199 0.423511 -0.00732857
50.455 0.298226 0.00103692 0.0320875 0.594144 0.010126 0.976301 7.46015e-05 0.0213809 0.0116308 0.374613 0.77478 0.00704447 0.974974 4.12677e-05 0.0533539 0.667998 0.899542 0.835579 0.110836 0.134077 2.71024e-06 0.991507 0.686424 0.123296 0.514979 0.781553 0.152538 7.8903e-06 0.987432 0.0992528 0.0256573 0.594546 0.632943 0.84079 0.00149581 0.718973 0.00183241 0.149798 0.475284 0.0446886 0.997997 0.00126646 0.00477601 0.589447 0.978634 0.996699 0.0196151 0.01352 8.54155e-05 0.0585584 0.817861 0.0572018 0.798914 0.0558453 0.779967 0.0544887 0.76102 0.17451 0.713043 0.170054 0.694838 0.165599 0.676632 0.841849 -0.0688014 0.818571 -0.066899 0.795294 -0.0649967 0.762248 -0.200555 0.739265 -0.194508 0.716282 -0.188461 0.49625 0.305269 0.4798 0.295149 0.463349 0.28503 0.29856 0.518273 0.287569 0.499195 0.276579 0.480117 0.265589 0.461039 0.472149 -0.00545286 0.451768 -0.00521748 0.431386 -0.00498209 0.411005 -0.00474671
