10.005 0.813483 0.973818 0.986905 0.850765 0.585983 0.232596 -0.15596 -0.520935 -0.80714 -0.9713 -0.988593 -0.856403 -0.594719 -0.24311 0.14526 0.511665 0.800703 0.968669 0.990165 0.861941 0.603386 0.253595 -0.134542 -0.502336 0.920226 0.701366 0.376454 -0.00537986 -0.386401 -0.708995 -0.924384 -1 -0.924409 -0.70904 -0.38646 -0.00544412 0.376395 0.70132 0.920201 0.999941 0.928483 0.716631 0.39642 0.0162675 -0.366345 -0.693564 -0.91591 -0.999765
10.055 0.726739 0.933807 0.999676 0.914387 0.690836 0.362826 -0.0200455 -0.399886 -0.719262 -0.929879 -0.999893 -0.918715 -0.698622 -0.372891 0.00922272 0.389942 0.7117 0.925843 0.999993 0.922936 0.706325 0.382913 0.00160118 -0.379952 0.964939 0.79187 0.499065 0.130797 -0.257248 -0.606395 -0.863851 -0.990687 -0.967724 -0.798434 -0.508415 -0.14152 0.246773 0.597753 0.858348 0.989155 0.970395 0.804904 0.517706 0.152227 -0.23627 -0.589041 -0.852744 -0.987507
10.105 0.626465 0.87641 0.993835 0.960986 0.782828 0.486301 0.116243 -0.271393 -0.617992 -0.871146 -0.992577 -0.963923 -0.789517 -0.495731 -0.126986 0.26096 0.609446 0.865781 0.991203 0.966748 0.796114 0.505102 0.137715 -0.250496 0.991687 0.867631 0.612383 0.264539 -0.123306 -0.492506 -0.787235 -0.962929 -0.993022 -0.872962 -0.620904 -0.274962 0.112557 0.483057 0.780515 0.959953 0.99424 0.878191 0.629353 0.285352 -0.101796 -0.473551 -0.773702 -0.956864
10.155 0.514528 0.802697 0.969492 0.989693 0.860245 0.600723 0.250366 -0.137847 -0.505217 -0.796195 -0.966782 -0.991185 -0.865714 -0.609341 -0.260831 0.127118 0.495847 0.789599 0.963959 0.992561 0.871081 0.617887 0.271265 -0.116375 0.999972 0.927239 0.714301 0.393356 0.0129321 -0.369447 -0.695963 -0.917244 -0.999832 -0.931238 -0.721834 -0.403284 -0.0237543 0.359367 0.68815 0.912879 0.999575 0.935128 0.729282 0.413165 0.0345736 -0.349245 -0.680256 -0.908407
10.205 0.393012 0.714039 0.927099 0.999974 0.921647 0.70396 0.379829 -0.00173451 -0.383036 -0.706419 -0.922987 -0.999993 -0.925793 -0.711606 -0.38982 -0.00908939 0.373015 0.698717 0.918768 0.999895 0.92983 0.719169 0.399764 0.0199122 0.989639 0.969584 0.80292 0.514849 0.148929 -0.23951 -0.591733 -0.854482 -0.988027 -0.972176 -0.809325 -0.524098 -0.159624 0.228987 0.582973 0.848809 0.9863 0.974655 0.815635 0.533285 0.170299 -0.218437 -0.574144 -0.843037
10.255 0.264178 0.612088 0.867445 0.991639 0.965889 0.794091 0.50222 0.13441 -0.253723 -0.603492 -0.862009 -0.990184 -0.968636 -0.800623 -0.511551 -0.145128 0.243239 0.594827 0.856472 0.988613 0.971269 0.807062 0.520821 0.155829 0.960882 0.993877 0.87659 0.626757 0.282154 -0.105113 -0.476487 -0.775811 -0.957828 -0.995015 -0.881748 -0.635154 -0.292521 0.0943434 0.466942 0.768937 0.954662 0.996036 0.886802 0.643477 0.302854 -0.0835624 -0.457344 -0.761972
10.305 0.130426 0.498741 0.791642 0.964841 0.992149 0.869438 0.615261 0.268053 -0.119687 -0.48933 -0.784982 -0.961939 -0.993445 -0.874734 -0.623758 -0.278465 0.108934 0.479862 0.77823 0.958925 0.994624 0.879928 0.632181 0.288844 0.914236 0.999666 0.93394 0.726996 0.410125 0.0312398 -0.352369 -0.682697 -0.909796 -0.999328 -0.937754 -0.734386 -0.419972 -0.0420565 0.342219 0.674748 0.905251 0.998873 0.941459 0.741689 0.429771 0.0528682 -0.332028 -0.66672
10.355 -0.00575379 0.376108 0.7011 0.92008 0.999938 0.928598 0.716847 0.396704 0.0165771 -0.366057 -0.69334 -0.915786 -0.999758 -0.93256 -0.724352 -0.406617 -0.0273984 0.355963 0.6855 0.911385 0.999462 0.936413 0.731772 0.416482 0.850568 0.986844 0.973903 0.8137 0.530461 0.167011 -0.221691 -0.576872 -0.844826 -0.985037 -0.976302 -0.819944 -0.539605 -0.177673 0.211124 0.567997 0.838986 0.983114 0.978588 0.826092 0.548686 0.188315 -0.200531 -0.559056
10.405 -0.141827 0.246473 0.597505 0.858189 0.989109 0.970469 0.805087 0.517971 0.152533 -0.235969 -0.58879 -0.852583 -0.987458 -0.973023 -0.81146 -0.527199 -0.163221 0.225437 0.580007 0.846876 0.985692 0.975464 0.817738 0.536365 0.771065 0.95565 0.995733 0.885255 0.64092 0.299674 -0.0868859 -0.460308 -0.764128 -0.952406 -0.996674 -0.890238 -0.649191 -0.309982 0.0760979 0.450672 0.757101 0.949051 0.997498 0.895116 0.657386 0.320255 -0.0653011 -0.440983
10.455 -0.275259 0.11225 0.482786 0.780321 0.959866 0.994273 0.878339 0.629593 0.285649 -0.101488 -0.473278 -0.773506 -0.956774 -0.995371 -0.883461 -0.637966 -0.296005 0.0907137 0.463716 0.766601 0.95357 0.996353 0.888481 0.646263 0.677206 0.906663 0.999026 0.940329 0.739448 0.426757 0.0495369 -0.335173 -0.669202 -0.902044 -0.99849 -0.943957 -0.746691 -0.43652 -0.0603446 0.324956 0.66112 0.897319 0.997836 0.947474 0.753847 0.446233 0.0711451 -0.3147
