10.005 -4.89396 -8.40107 -9.86521 -6.00046 -0.0401468 3.29693 3.08878 1.47491 -0.218119 -1.91352 -0.587017 4.78442 9.2862 8.0998 3.01143 -1.17317 -4.85943 -8.57525 -10.7194 -7.65243 -1.82008 1.46291 1.80027
10.055 -3.7226 -7.03893 -10.1738 -7.91263 -1.90861 2.6122 3.56618 2.0576 0.372603 -0.980578 -1.4523 2.3172 8.32648 8.81211 4.90639 0.270758 -3.55566 -7.23882 -10.6171 -9.23841 -3.60453 0.763566 1.99983
10.105 -2.5769 -5.6367 -9.45726 -9.2804 -4.24975 1.29015 3.67659 2.81829 1.23001 -0.387289 -2.08736 0.241631 6.43156 9.56654 7.17073 1.56156 -2.39758 -5.99304 -9.74882 -10.3828 -5.93399 -0.555417 1.95331
10.155 -1.4813 -4.26818 -8.26235 -10.1332 -6.50111 -0.359988 3.31901 3.4964 1.90673 0.0174865 -1.81593 -0.740402 4.4813 9.2062 8.18374 3.20576 -0.996128 -4.68027 -8.47452 -10.9375 -8.01406 -2.03245 1.53872
10.205 -0.465238 -2.98598 -6.88393 -10.22 -8.31632 -2.36086 2.40323 3.75557 2.475 0.741803 -0.789685 -1.58458 1.99438 8.14126 8.91076 5.15365 0.420761 -3.38586 -7.11312 -10.7006 -9.5643 -3.92995 0.662889
10.255 0.528964 -1.73566 -5.49407 -9.37334 -9.57352 -4.75336 0.944347 3.66053 3.16163 1.62166 -0.175065 -2.11342 0.0292843 6.22769 9.61507 7.32153 1.72887 -2.2118 -5.83081 -9.73792 -10.6869 -6.30711 -0.779867
10.305 1.57945 -0.498708 -4.14997 -8.11153 -10.2873 -6.95934 -0.761603 3.13187 3.65081 2.23512 0.303743 -1.64507 -0.888067 4.18529 9.16462 8.29244 3.41537 -0.807626 -4.48893 -8.37817 -11.1842 -8.39926 -2.3075
10.355 2.64339 0.732737 -2.89183 -6.73837 -10.1737 -8.64627 -2.8545 2.05945 3.72353 2.72972 1.07819 -0.572832 -1.6882 1.69661 7.99095 9.06415 5.43355 0.577939 -3.20845 -6.98895 -10.8078 -9.92379 -4.29702
10.405 3.69395 2.02146 -1.67644 -5.37623 -9.24628 -9.79891 -5.25604 0.521128 3.45852 3.29625 1.91318 0.042429 -2.11213 -0.164285 6.08057 9.70804 7.48599 1.92224 -2.00157 -5.65132 -9.73613 -11.0169 -6.69333
10.455 4.79565 3.4635 -0.488077 -4.07967 -7.95885 -10.4024 -7.40024 -1.21332 2.80504 3.59397 2.41835 0.56322 -1.4561 -1.06352 3.88747 9.19922 8.46239 3.66201 -0.590606 -4.27109 -8.27831 -11.4546 -8.82005
10.505 5.89128 5.05615 0.675194 -2.87949 -6.62564 -10.1194 -8.97084 -3.40536 1.59519 3.48707 2.81223 1.35284 -0.367944 -1.85779 1.33807 7.91727 9.33793 5.79679 0.775491 -2.99499 -6.84587 -10.9451 -10.3875
10.555 6.74155 6.56169 1.9174 -1.68256 -5.29152 -9.12921 -10.0185 -5.78359 0.0175722 3.05809 3.20139 2.09113 0.239469 -2.20682 -0.465349 6.01009 9.91633 7.73724 2.19184 -1.72599 -5.4302 -9.76242 -11.502
10.605 6.74593 7.7001 3.45151 -0.442105 -4.00341 -7.81589 -10.4871 -7.80469 -1.67646 2.36141 3.32577 2.42158 0.70634 -1.36716 -1.32082 3.61133 9.34871 8.7405 3.9861 -0.319353 -4.03626 -8.25802 -11.9301
10.655 6.19583 8.82848 5.26356 0.773287 -2.8129 -6.51453 -10.0394 -9.23676 -3.91536 1.08506 3.1087 2.71359 1.43235 -0.35399 -2.10667 1.03505 7.90598 9.72662 6.22405 0.989089 -2.81057 -6.83141 -11.2749
10.705 5.33963 9.56709 6.92596 2.10671 -1.57928 -5.19267 -8.99982 -10.1688 -6.22795 -0.470941 2.60432 2.9536 2.02363 0.189428 -2.30974 -0.614414 5.95357 10.0712 7.89455 2.4218 -1.52882 -5.38278 -9.92679
10.755 4.12132 9.2031 8.1086 3.75323 -0.27485 -3.89635 -7.67022 -10.505 -8.12623 -2.14296 1.89374 2.96096 2.21998 0.637133 -1.31878 -1.48524 3.32781 9.35861 8.86086 4.17908 -0.204177 -4.01395 -8.36905
10.805 2.22286 8.06454 9.28508 5.72101 0.966308 -2.70931 -6.38744 -9.92129 -9.43952 -4.40088 0.6306 2.71679 2.44054 1.31681 -0.382325 -2.28164 0.708012 7.77586 9.93782 6.44583 1.03824 -2.79948 -6.84872
10.855 0.309874 6.48152 9.87387 7.32875 2.36991 -1.42962 -5.07523 -8.84029 -10.2454 -6.60235 -0.861801 2.23226 2.61861 1.77779 0.0559594 -2.35936 -0.74695 5.80439 10.0954 7.94395 2.53623 -1.46148 -5.3075
10.905 -0.427215 4.18189 9.40448 8.44166 4.08022 -0.0852247 -3.77728 -7.51721 -10.4467 -8.35801 -2.5299 1.56655 2.63342 1.89902 0.442441 -1.33081 -1.60599 3.10276 9.34935 8.99069 4.35175 -0.128266 -3.89597
10.955 -1.13305 1.69398 8.04407 9.57659 6.1674 1.15148 -2.60666 -6.25903 -9.77338 -9.57555 -4.79094 0.358095 2.46396 2.12329 1.05117 -0.523428 -2.39413 0.54939 7.77134 10.194 6.67006 1.15357 -2.64296
