50.005 -0 0 20.0518 -21.7041 -0 0 38.3258 -40.383 -0 0 22.4927 -28.0261 -0 0 -4.90104 2.25751 0 -0 -30.0946 30.9092 0 -0 -41.4418 40.6127 0 -0 -21.6533 15.9939 -0 0 -6.01392 1.45441 -0 0 3.03819 -4.2752 -0 0 3.03819 -4.2752 0.00135437 1 0.486635 0.70688 0.0133642 2.43433e-08 0.000496874 0.999998 0.606804 0.597136 0.0439036 1.35877e-06 0.000352358 0.046506 0.840375 0.302747 0.0739179 0.932114 0.00106086 2.54372e-08 0.851343 0.282422 0.0223699 1 0.00658841 9.51223e-10 0.780201 0.383667 0.00314892 1 0.0464496 3.91437e-06 0.603284 0.59093 0.000515647 0.999983 0.0812824 0.873541 0.27349 0.860297 0.000317213 0.0211676 0.0356942 0.999947 0.216191 0.90087 0.000585762 6.44204e-05 0.0130891 0.999861 0.220474 0.903073 0.00111182 0.000896996 0.0080849 0.999772 0.231291 0.90026 0.00147987 0.00147873 0.213066 -0.259437 0.213066 -0.259437 0.213066 -0.259437 0.375614 -0.461173 0.162549 -0.201736 -0.160955 0.107246 -0.160955 0.107246 -0.651805 0.614185 -0.651805 0.614185 -0.62097 0.560266 -0.62097 0.560266 -0.490405 0.415877 -0.490405 0.415877 0.113967 -0.173398 0.113967 -0.173398 0.644961 -0.682746 0.644961 -0.682746 0.656948 -0.695946 0.656948 -0.695946 0.323691 -0.347412 0.640378 -0.692663 0.316687 -0.345252 0.316687 -0.345252 0.316687 -0.345252
50.055 -0 0 18.4263 -20.0092 -0 0 38.4122 -40.4009 -0 0 24.3358 -29.6897 -0 0 -2.77703 0.0100092 0 -0 -28.937 29.9358 0 -0 -41.8054 41.6053 0 -0 -22.8011 17.556 -0 0 -7.21206 2.76263 -0 0 2.24127 -3.49824 -0 0 2.24127 -3.49824 0.001553 1 0.470947 0.720034 0.011589 2.52546e-08 0.000548932 0.999999 0.592134 0.612558 0.0387728 4.69059e-07 0.000333858 0.172209 0.833587 0.311933 0.0776094 0.740316 0.000942382 6.28522e-08 0.853839 0.278637 0.0256138 1 0.00561977 7.88349e-10 0.789645 0.371293 0.00372382 1 0.0406975 1.16787e-06 0.621616 0.574345 0.000575512 0.999996 0.0865287 0.669346 0.280227 0.85213 0.000297958 0.0682199 0.0416619 0.999867 0.212789 0.902146 0.000517197 0.000142295 0.0161347 0.9998 0.212773 0.906269 0.000949321 0.00122512 0.0101513 0.999679 0.221485 0.904256 0.00124823 0.00198588 0.219594 -0.265683 0.219594 -0.265683 0.219594 -0.265683 0.390003 -0.477167 0.170409 -0.211484 -0.1356 0.0716615 -0.1356 0.0716615 -0.635562 0.590859 -0.635562 0.590859 -0.626835 0.568411 -0.626835 0.568411 -0.507404 0.432726 -0.507404 0.432726 0.0682722 -0.15414 0.0682722 -0.15414 0.61462 -0.675475 0.61462 -0.675475 0.664107 -0.698254 0.664107 -0.698254 0.32788 -0.348947 0.649522 -0.696092 0.321642 -0.347145 0.321642 -0.347145 0.321642 -0.347145
50.105 -0 0 16.4527 -17.2559 -0 0 38.962 -40.1005 -0 0 26.6153 -31.3174 -0 0 -1.19868 -1.52453 0 -0 -27.6757 28.9949 0 -0 -41.7452 42.5367 0 -0 -24.0001 19.4025 -0 -0 -8.30983 3.99616 -0 0 1.53037 -2.80039 -0 0 1.53037 -2.80039 0.00178834 1 0.455991 0.732258 0.0100287 2.8927e-08 0.00060981 1 0.577574 0.627032 0.0340963 1.72149e-07 0.000319497 0.462805 0.818199 0.330408 0.0805652 0.389704 0.000840647 1.62186e-07 0.855684 0.275723 0.0291794 1 0.00479983 7.01472e-10 0.79817 0.359933 0.00440427 1 0.0354601 3.68747e-07 0.637845 0.558125 0.000646406 0.999999 0.0912719 0.388934 0.290389 0.837066 0.00028297 0.198841 0.0482824 0.999663 0.210017 0.902867 0.000459102 0.000321402 0.0197676 0.999704 0.205812 0.909143 0.000815069 0.00171165 0.0126793 0.999539 0.212567 0.907888 0.00105873 0.00272325 0.225903 -0.271547 0.225903 -0.271547 0.225903 -0.271547 0.40329 -0.491642 0.177387 -0.220095 -0.0793118 -0.00389161 -0.0793118 -0.00389161 -0.587345 0.526268 -0.587345 0.526268 -0.632165 0.576032 -0.632165 0.576032 -0.522237 0.44726 -0.522237 0.44726 -0.00631899 -0.123 -0.00631899 -0.123 0.553465 -0.654198 0.553465 -0.654198 0.670898 -0.700185 0.670898 -0.700185 0.331833 -0.35028 0.658093 -0.699062 0.32626 -0.348781 0.32626 -0.348781 0.32626 -0.348781
50.155 -0 0 14.2204 -14.4042 -0 0 39.4935 -39.2508 -0 0 29.7126 -33.1286 -0 0 -0.33869 -2.11645 0 -0 -26.5804 28.2793 0 -0 -41.1539 43.1004 0 -0 -25.34 21.6559 -0 -0 -9.3597 5.2421 -0 0 0.89328 -2.16428 -0 0 0.89328 -2.16428 0.00206661 1 0.44169 0.743637 0.00866671 3.79142e-08 0.000681211 1 0.562007 0.641581 0.0298713 6.84996e-08 0.000310922 0.777027 0.792351 0.363641 0.0820815 0.134109 0.000753357 4.21138e-07 0.856408 0.274357 0.0330522 1 0.00410729 6.62775e-10 0.805795 0.349511 0.00520586 1 0.0307695 1.25966e-07 0.652726 0.541402 0.000730441 1 0.0951186 0.175768 0.308833 0.814581 0.000273028 0.454746 0.0555425 0.999147 0.208109 0.902816 0.000409802 0.000740396 0.0240612 0.999557 0.199548 0.911703 0.000703659 0.00243466 0.0157458 0.999329 0.204468 0.911194 0.000902998 0.00379536 0.231978 -0.277024 0.231978 -0.277024 0.231978 -0.277024 0.415901 -0.504951 0.183924 -0.227927 0.0143397 -0.107964 0.0143397 -0.107964 -0.501084 0.432116 -0.501084 0.432116 -0.636872 0.583034 -0.636872 0.583034 -0.535305 0.460297 -0.535305 0.460297 -0.0972543 -0.0645087 -0.0972543 -0.0645087 0.474413 -0.604185 0.474413 -0.604185 0.67732 -0.701666 0.67732 -0.701666 0.335586 -0.351406 0.66617 -0.701566 0.330583 -0.35016 0.330583 -0.35016 0.330583 -0.35016
50.205 -0 0 12.0179 -12.0519 -0 0 39.3853 -37.9417 -0 0 33.0298 -35.0361 -0 0 0.48568 -2.63798 0 -0 -25.3041 27.4739 0 -0 -40.2137 43.2503 0 -0 -26.808 24.2227 0 -0 -10.4211 6.59314 -0 0 0.290428 -1.53948 -0 0 0.290428 -1.53948 0.00239515 1 0.427902 0.754311 0.00748409 5.49163e-08 0.000765714 1 0.544953 0.656941 0.0260666 3.02215e-08 0.000309274 0.935163 0.761449 0.406188 0.0814629 0.0371638 0.000678693 1.08121e-06 0.855856 0.275053 0.037187 0.999999 0.00352325 6.65242e-10 0.812555 0.339971 0.00614551 1 0.0266106 4.73762e-08 0.667192 0.523824 0.000830589 1 0.0973574 0.0684026 0.339504 0.787696 0.00026863 0.734114 0.0633931 0.997831 0.207513 0.90193 0.000367947 0.00174182 0.0290861 0.999329 0.193969 0.913946 0.000610798 0.00351552 0.0194322 0.999012 0.197132 0.914203 0.000774424 0.00536039 0.237826 -0.282133 0.237826 -0.282133 0.237826 -0.282133 0.428239 -0.517472 0.190412 -0.235339 0.115016 -0.20498 0.115016 -0.20498 -0.407408 0.344174 -0.407408 0.344174 -0.640862 0.589267 -0.640862 0.589267 -0.546992 0.472429 -0.546992 0.472429 -0.182796 0.0244081 -0.182796 0.0244081 0.399438 -0.522841 0.399438 -0.522841 0.683261 -0.702578 0.683261 -0.702578 0.33917 -0.352307 0.673818 -0.703569 0.334649 -0.351262 0.334649 -0.351262 0.334649 -0.351262
50.255 -0 0 9.49544 -9.66403 -0 0 38.4457 -36.435 -0 0 35.5345 -36.6904 -0 0 2.35324 -5.39953 0 -0 -23.3501 25.3319 0 -0 -39.1581 43.1269 0 -0 -28.3253 26.9418 0 -0 -11.5698 8.16854 -0 0 -0.354361 -0.833822 -0 0 -0.354361 -0.833822 0.00278265 1 0.414498 0.764422 0.00646116 8.7262e-08 0.000866651 1 0.526753 0.673013 0.022647 1.49098e-08 0.000314686 0.984214 0.730401 0.448856 0.0786201 0.00951923 0.000615024 2.81828e-06 0.854243 0.277676 0.0415115 0.999998 0.00303109 7.23145e-10 0.818529 0.331277 0.00724117 1 0.0229412 1.97187e-08 0.681913 0.505617 0.000950645 1 0.097273 0.0246113 0.379027 0.759712 0.000269802 0.902274 0.0717352 0.994468 0.208606 0.900298 0.000332406 0.00421213 0.0349058 0.998969 0.189096 0.915877 0.000533069 0.00515848 0.0238224 0.998529 0.190517 0.916941 0.00066778 0.00767975 0.243478 -0.286908 0.243478 -0.286908 0.243478 -0.286908 0.440558 -0.529497 0.19708 -0.242589 0.197278 -0.281105 0.197278 -0.281105 -0.331939 0.276411 -0.331939 0.276411 -0.6441 0.594625 -0.6441 0.594625 -0.557668 0.484019 -0.557668 0.484019 -0.253248 0.121083 -0.253248 0.121083 0.338288 -0.433019 0.338288 -0.433019 0.688429 -0.702723 0.688429 -0.702723 0.342598 -0.352943 0.681084 -0.704991 0.338486 -0.352048 0.338486 -0.352048 0.338486 -0.352048
50.305 -0 0 7.18051 -7.67944 -0 0 36.4557 -34.6522 -0 0 37.1953 -37.947 -0 0 5.69063 -9.44983 0 -0 -21.4502 22.7788 0 -0 -37.9493 42.1565 0 -0 -29.7928 29.4175 0 -0 -12.8031 9.83608 -0 0 -1.05219 -0.0727128 -0 0 -1.05219 -0.0727128 0.00323945 1 0.401404 0.774071 0.00557868 1.49676e-07 0.000987959 1 0.508001 0.689263 0.0195867 8.27003e-09 0.000326942 0.996357 0.701239 0.487325 0.0739963 0.00240101 0.000560814 7.98872e-06 0.851886 0.281727 0.0459399 0.999995 0.00261628 8.61632e-10 0.823835 0.323385 0.0085115 1 0.0197133 9.0802e-09 0.696916 0.487251 0.00109514 1 0.0946662 0.0084815 0.420258 0.732591 0.000276356 0.969725 0.0804205 0.985834 0.211424 0.898036 0.00030221 0.0105073 0.0415711 0.998395 0.184965 0.917508 0.000467736 0.0077104 0.0289983 0.997782 0.184602 0.919427 0.000578917 0.0111863 0.248965 -0.291391 0.248965 -0.291391 0.248965 -0.291391 0.452947 -0.54116 0.203982 -0.249768 0.258035 -0.338427 0.258035 -0.338427 -0.27784 0.226809 -0.27784 0.226809 -0.646632 0.599104 -0.646632 0.599104 -0.567626 0.49523 -0.567626 0.49523 -0.308869 0.203435 -0.308869 0.203435 0.290369 -0.356595 0.290369 -0.356595 0.692221 -0.701684 0.692221 -0.701684 0.345871 -0.353247 0.687983 -0.705682 0.342112 -0.352435 0.342112 -0.352435 0.342112 -0.352435
50.355 -0 0 5.03558 -5.83542 -0 0 34.3361 -32.843 -0 0 38.3511 -38.9005 -0 0 9.35581 -13.6803 0 -0 -19.4214 20.3523 0 -0 -36.7183 41.0637 0 -0 -31.104 31.5604 0 -0 -14.0389 11.4759 -0 0 -1.76637 0.70417 -0 0 -1.76637 0.70417 0.00377767 1 0.388595 0.783314 0.00481874 2.72352e-07 0.0011342 1 0.489227 0.705177 0.0168669 5.16567e-09 0.000345936 0.999157 0.674483 0.520847 0.0682042 0.000614346 0.00051465 2.56283e-05 0.849055 0.286707 0.0503849 0.999982 0.00226635 1.11765e-09 0.828583 0.316241 0.00997555 1 0.016885 4.62733e-09 0.711825 0.469186 0.00126936 1 0.089897 0.00285836 0.458673 0.707152 0.000288139 0.991409 0.0892648 0.963904 0.21587 0.895142 0.000276543 0.0267959 0.0491141 0.997464 0.181609 0.918856 0.000412598 0.0117369 0.0350364 0.996608 0.179387 0.921679 0.000504534 0.0165587 0.254315 -0.295621 0.254315 -0.295621 0.254315 -0.295621 0.465376 -0.552473 0.211061 -0.256852 0.302618 -0.382158 0.302618 -0.382158 -0.239778 0.190187 -0.239778 0.190187 -0.648547 0.602782 -0.648547 0.602782 -0.577024 0.506095 -0.577024 0.506095 -0.35289 0.265803 -0.35289 0.265803 0.251251 -0.298322 0.251251 -0.298322 0.693294 -0.698422 0.693294 -0.698422 0.348965 -0.353103 0.694489 -0.705388 0.345524 -0.352285 0.345524 -0.352285 0.345524 -0.352285
50.405 -0 0 2.89221 -3.96234 -0 0 32.4973 -31.2531 -0 0 39.2139 -39.6593 -0 0 12.6349 -17.4302 0 -0 -17.2249 17.7219 0 -0 -35.6463 40.3351 0 -0 -32.2264 33.4956 0 -0 -15.2453 13.1076 -0 0 -2.48159 1.49323 -0 0 -2.48159 1.49323 0.00441141 1 0.37608 0.792171 0.00416511 5.23814e-07 0.00131065 1 0.470821 0.720401 0.01447 3.58613e-09 0.000371803 0.9998 0.650113 0.549849 0.0618126 0.000161682 0.000475285 9.19418e-05 0.845955 0.292223 0.0547643 0.999927 0.00197063 1.58808e-09 0.832867 0.309784 0.0116524 1 0.0144208 2.58388e-09 0.726228 0.451774 0.00147937 1 0.0835873 0.0009565 0.492865 0.683564 0.000305146 0.997671 0.098051 0.910916 0.222176 0.891322 0.000254754 0.06823 0.0575415 0.995935 0.179077 0.919927 0.000365878 0.0181619 0.0420007 0.994746 0.174902 0.923708 0.000441992 0.0248586 0.259548 -0.299627 0.259548 -0.299627 0.259548 -0.299627 0.477763 -0.563385 0.218215 -0.263759 0.336395 -0.416548 0.336395 -0.416548 -0.212349 0.162306 -0.212349 0.162306 -0.64995 0.605775 -0.64995 0.605775 -0.585914 0.516585 -0.585914 0.516585 -0.388459 0.311579 -0.388459 0.311579 0.214758 -0.252359 0.214758 -0.252359 0.688556 -0.690348 0.688556 -0.690348 0.351832 -0.352316 0.700519 -0.703684 0.348687 -0.351368 0.348687 -0.351368 0.348687 -0.351368
50.455 -0 0 0.80489 -2.08477 -0 0 30.834 -29.8802 -0 0 39.7975 -40.2826 -0 0 15.2472 -20.465 0 -0 -14.8344 14.6618 0 -0 -34.8003 40.0593 0 -0 -33.1578 35.321 0 -0 -16.4389 14.7727 -0 0 -3.19302 2.28649 -0 0 -3.19302 2.28649 0.00515695 0.999999 0.363885 0.800648 0.00360343 1.06327e-06 0.00152347 1 0.453047 0.73473 0.0123758 2.7202e-09 0.000404918 0.99995 0.627948 0.574981 0.0552718 4.40622e-05 0.000441645 0.0003547 0.84273 0.297995 0.0590051 0.999672 0.0017202 2.48212e-09 0.836757 0.303951 0.0135607 1 0.0122879 1.55537e-09 0.739833 0.435242 0.00173215 1 0.0763721 0.000321654 0.522985 0.661628 0.000327566 0.999386 0.106498 0.798252 0.231485 0.88572 0.000236392 0.165069 0.066828 0.993403 0.177482 0.920693 0.00032614 0.0284919 0.0499358 0.991767 0.171222 0.925518 0.000389178 0.0377349 0.264672 -0.303429 0.264672 -0.303429 0.264672 -0.303429 0.490005 -0.573831 0.225333 -0.270402 0.363102 -0.444468 0.363102 -0.444468 -0.191758 0.140293 -0.191758 0.140293 -0.650927 0.608192 -0.650927 0.608192 -0.594287 0.526649 -0.594287 0.526649 -0.417938 0.345693 -0.417938 0.345693 0.172415 -0.208198 0.172415 -0.208198 0.671837 -0.671634 0.671837 -0.671634 0.354372 -0.35056 0.705891 -0.699876 0.35152 -0.349316 0.35152 -0.349316 0.35152 -0.349316
