50.005 -9.84137 12.6541 2.30942 3.24317 -7.54003 -21.9618 -10.845 8.6873 2.79679 2.75644 -6.31917 -17.9397 -11.1888 -7.45129 4.02391 1.52864 -5.76631 -1.81112 -10.0859 -21.9178 4.10807 1.43041 -7.01572 13.9452 -8.25414 -25.204 3.62973 1.88888 -8.99585 16.6701 -6.26013 -16.8816 2.78206 2.73071 -10.8079 6.53488 -5.66335 -2.49811 1.3859 4.18065 -11.2939 -8.26463 -6.53473 5.40709 1.07489 4.56982 -10.6803 -14.0808 -7.56111 4.45082 1.09998 4.59474 -10.0389 -11.4463 -8.04795 3.95481 1.16186 4.56301 -9.75263 -10.9458
50.055 -9.70432 12.6619 2.24655 3.30752 -7.68435 -21.925 -10.7453 9.77101 2.73569 2.82097 -6.4488 -19.0033 -11.2428 -6.0008 3.97416 1.57179 -5.71359 -3.38313 -10.2045 -21.0132 4.12792 1.41166 -6.87698 12.9606 -8.41413 -25.3918 3.68568 1.83622 -8.82758 16.983 -6.39835 -18.0911 2.85931 2.66249 -10.698 7.90207 -5.59508 -3.72551 1.41956 4.1143 -11.3566 -7.0451 -6.37392 4.49071 1.0547 4.58419 -10.8049 -13.2882 -7.34883 4.08376 1.0546 4.6318 -10.1971 -11.1342 -7.81825 3.61294 1.10586 4.60833 -9.92309 -10.6504
50.105 -9.56298 12.5885 2.1864 3.369 -7.83053 -21.7892 -10.6401 10.8141 2.67572 2.8824 -6.58218 -20.0056 -11.2867 -4.5798 3.86709 1.65655 -5.673 -4.8793 -10.3188 -20.0653 4.14279 1.39712 -6.74298 11.9354 -8.57267 -25.5086 3.73779 1.78724 -8.65907 17.2325 -6.54155 -19.2439 2.92891 2.59645 -10.5817 9.2447 -5.53651 -4.88254 1.4694 3.99945 -11.4082 -5.8243 -6.21951 3.56509 1.03807 4.59238 -10.9241 -12.4732 -7.14205 3.6956 1.01254 4.66611 -10.3497 -10.7993 -7.59333 3.25154 1.05337 4.65101 -10.0879 -10.3339
50.155 -9.41808 12.4194 2.12859 3.42785 -7.97787 -21.5187 -10.5293 11.8345 2.6122 2.94513 -6.71884 -20.9272 -11.314 -3.18232 3.70205 1.8033 -5.6527 -6.29585 -10.4285 -19.111 4.14866 1.39027 -6.61436 10.9179 -8.72918 -25.5653 3.78581 1.7417 -8.49106 17.43 -6.68828 -20.318 2.99394 2.52888 -10.4594 10.5518 -5.49098 -5.97603 1.55731 3.84295 -11.444 -4.61225 -6.07177 2.63463 1.02653 4.59181 -11.0377 -11.6383 -6.9411 3.29139 0.973771 4.69749 -10.4968 -10.4463 -7.37362 2.87552 1.00429 4.69119 -10.2472 -10.0009
50.205 -9.27022 12.16 2.07247 3.48463 -8.12577 -21.1482 -10.4122 12.8094 2.54319 3.01258 -6.85899 -21.7455 -11.3193 -1.7619 3.52353 1.98315 -5.66094 -7.68529 -10.533 -18.1682 4.14418 1.39376 -6.4922 9.93251 -8.88315 -25.5616 3.82959 1.69947 -8.32417 17.5829 -6.83778 -21.2959 3.05841 2.45826 -10.3309 11.806 -5.46524 -7.04223 1.69739 3.67399 -11.4602 -3.41515 -5.93121 1.70065 1.02291 4.58174 -11.1455 -10.7818 -6.74628 2.87462 0.938466 4.72569 -10.6384 -10.0778 -7.1595 2.48822 0.958576 4.72896 -10.4009 -9.65409
50.255 -9.11987 11.8033 2.01749 3.53997 -8.27377 -20.6851 -10.2883 13.7083 2.47001 3.08474 -7.00313 -22.452 -11.3019 -0.298021 3.35955 2.1576 -5.69955 -9.07562 -10.6315 -17.2101 4.13117 1.40687 -6.37769 8.91751 -9.0341 -25.4782 3.86931 1.66048 -8.15901 17.6555 -6.98992 -22.1724 3.12547 2.38536 -10.1957 12.9945 -5.4662 -8.11037 1.86921 3.51399 -11.4559 -2.20799 -5.79864 0.760979 1.02954 4.56344 -11.2471 -9.89631 -6.55788 2.44562 0.906998 4.75049 -10.7746 -9.69268 -6.95133 2.08984 0.916241 4.76438 -10.5492 -9.2922
50.305 -8.96741 11.3521 1.96328 3.59434 -8.42151 -20.1455 -10.1572 14.4841 2.3949 3.15957 -7.15143 -23.0414 -11.2637 1.18067 3.2161 2.31218 -5.76517 -10.4602 -10.7239 -16.1682 4.11236 1.42698 -6.2717 7.78166 -9.18169 -25.3029 3.90544 1.62463 -7.9961 17.6046 -7.14486 -22.9479 3.19555 2.31188 -10.0541 14.0923 -5.49625 -9.19209 2.04118 3.3707 -11.4318 -0.964042 -5.67495 -0.188069 1.04653 4.53849 -11.3424 -8.97586 -6.37619 2.00225 0.879829 4.77185 -10.9054 -9.28819 -6.7494 1.67818 0.877417 4.79749 -10.6921 -8.91256
50.355 -8.81317 10.8233 1.90967 3.64797 -8.56872 -19.5469 -10.019 15.1161 2.31979 3.23497 -7.3037 -23.512 -11.2072 2.64679 3.09142 2.44633 -5.85291 -11.8251 -10.8098 -15.0025 4.0901 1.45146 -6.17467 6.49895 -9.32562 -25.0428 3.93851 1.59179 -7.8359 17.4359 -7.3026 -23.622 3.26716 2.23948 -9.90628 15.077 -5.5532 -10.2854 2.19721 3.24448 -11.3901 0.317643 -5.56095 -1.14592 1.073 4.50727 -11.4312 -8.02309 -6.20155 1.5437 0.85741 4.7898 -11.0309 -8.86396 -6.55401 1.25234 0.842383 4.82828 -10.8297 -8.51489
50.405 -8.65745 10.222 1.85667 3.70096 -8.71514 -18.8929 -9.87423 15.6212 2.24604 3.30934 -7.45941 -23.8769 -11.1351 4.08443 2.98243 2.56295 -5.95815 -13.1605 -10.8894 -13.725 4.06611 1.47828 -6.0867 5.08903 -9.46573 -24.6915 3.96897 1.56176 -7.67883 17.1552 -7.46286 -24.2047 3.33846 2.16939 -9.75297 15.9639 -5.63288 -11.382 2.33435 3.13309 -11.3327 1.62921 -5.45738 -2.10587 1.10986 4.46721 -11.5133 -7.04494 -6.03429 1.07057 0.840276 4.80424 -11.1512 -8.42084 -6.36547 0.812839 0.811616 4.85672 -10.9621 -8.10012
50.455 -8.50055 9.5533 1.80435 3.75324 -8.86056 -18.1849 -9.72354 16.0172 2.17453 3.38165 -7.61787 -24.1533 -11.0497 5.48145 2.88631 2.6651 -6.07694 -14.4606 -10.9629 -12.3746 4.04158 1.50603 -6.00762 3.59124 -9.6019 -24.2449 3.99718 1.53434 -7.52523 16.7457 -7.62508 -24.7123 3.40799 2.1024 -9.59496 16.7844 -5.731 -12.4725 2.4549 3.03345 -11.2618 2.96431 -5.36533 -3.05534 1.16295 4.41064 -11.5881 -6.05173 -5.87477 0.583837 0.82939 4.8147 -11.2662 -7.95997 -6.1841 0.360544 0.785902 4.88269 -11.0894 -7.66945
