0.005 8.00357e-19 -1.65608e-33 1.5708 0.002 -4.97223e-33 1.5708 0.004 -6.36531e-33 1.5708 0.006 -4.70218e-33 1.5708 0.008 -2.79975e-33 1.5708 0.01 -1.66019e-33 1.5708 0.012 -1.00553e-33 1.5708 0.014 -7.12816e-34 1.5708 0.016 -6.1857e-34 1.5708 0.018 -5.45399e-34 1.5708 0.02 -4.7975e-34 1.5708 0.022 -4.59341e-34 1.5708 0.024 -4.49132e-34 1.5708 0.026 -4.50423e-34 1.5708 0.028 -4.58867e-34 1.5708 0.03 -4.64223e-34 1.5708 0.032 -4.67834e-34 1.5708 0.034 -4.82874e-34 1.5708 0.036 -5.35599e-34 1.5708 0.038 -6.06168e-34 1.5708 0.04 -6.22382e-34 1.5708 0.042 -5.64834e-34 1.5708 0.044 -4.67547e-34 1.5708 0.046 -3.82189e-34 1.5708 0.048 -2.22423e-34 1.5708 0.05 1.93584e-35 1.5708 0.052 2.10314e-34 1.5708 0.054 3.60591e-34 1.5708 0.056 5.09556e-34 1.5708 0.058 7.35293e-34 1.5708 0.06 1.04981e-33 1.5708 0.062 1.38471e-33 1.5708 0.064 1.43651e-33 1.5708 0.066 1.40127e-33 1.5708 0.068 1.49718e-33 1.5708 0.07 1.60446e-33 1.5708 0.072 1.89835e-33 1.5708 0.074 2.11711e-33 1.5708 0.076 1.88693e-33 1.5708 0.078 1.48487e-33 1.5708 0.08 1.24707e-33 1.5708 0.082 1.13607e-33 1.5708 0.084 1.01315e-33 1.5708 0.086 4.2707e-34 1.5708 0.088 -8.61057e-34 1.5708 0.09 -2.57868e-33 1.5708 0.092 -3.5871e-33 1.5708 0.094 -2.26556e-33 1.5708 0.096 6.46405e-35 1.5708 0.098 -3.83543e-33 1.5708 0.1 -1.67449e-32 1.5708
0.055 0.000578394 -2.62581e-05 1.57111 0.00257829 -2.67534e-05 1.57041 0.00457797 -2.22754e-05 1.57514 0.00657675 -1.77213e-05 1.57155 0.0085745 -1.73514e-05 1.57072 0.0105709 -1.59422e-05 1.57249 0.0125658 -8.3682e-06 1.57685 0.0145575 -1.18724e-06 1.57246 0.0165469 -5.63376e-07 1.57018 0.0185337 -2.56266e-06 1.56977 0.020518 -3.64754e-06 1.57106 0.0224996 -4.8425e-07 1.57403 0.0244785 1.01822e-05 1.57863 0.0264523 2.10202e-05 1.5744 0.028423 2.5049e-05 1.57166 0.0303909 2.48619e-05 1.57005 0.0323565 2.23795e-05 1.56925 0.0343203 1.89216e-05 1.56899 0.0362827 1.53237e-05 1.56905 0.0382439 1.20578e-05 1.56928 0.0402043 9.34415e-06 1.56958 0.042164 7.24151e-06 1.56989 0.0441234 5.71878e-06 1.57016 0.0460824 4.70656e-06 1.5704 0.0480413 4.13314e-06 1.57061 0.0500001 3.94754e-06 1.5708 0.0519589 4.13236e-06 1.57099 0.0539178 4.70553e-06 1.57119 0.0558769 5.71847e-06 1.57143 0.0578362 7.24352e-06 1.57171 0.059796 9.35079e-06 1.57201 0.0617563 1.20706e-05 1.57231 0.0637175 1.5343e-05 1.57255 0.0656798 1.8947e-05 1.57261 0.0676436 2.2409e-05 1.57235 0.0696092 2.48938e-05 1.57155 0.0715771 2.50811e-05 1.56994 0.0735477 2.10492e-05 1.56719 0.0755215 1.02033e-05 1.56296 0.0775004 -4.72532e-07 1.56756 0.0794819 -3.64217e-06 1.57053 0.0814662 -2.56036e-06 1.57183 0.083453 -5.6009e-07 1.57141 0.0854423 -1.17623e-06 1.56914 0.0874341 -8.33905e-06 1.56476 0.0894289 -1.58713e-05 1.56913 0.0914253 -1.72016e-05 1.57092 0.0934231 -1.74628e-05 1.5701 0.0954219 -2.19312e-05 1.56648 0.0974216 -2.66109e-05 1.57091 0.0994215 -2.65903e-05 1.57033
0.105 0.00189214 -0.000135844 1.57619 0.00389188 -0.000127737 1.57457 0.00589056 -0.000105278 1.58802 0.00788632 -8.31754e-05 1.57733 0.00987859 -7.33939e-05 1.57498 0.0118665 -6.05348e-05 1.58013 0.0138491 -3.03393e-05 1.59235 0.0158221 -1.89202e-06 1.57956 0.0177872 7.59603e-06 1.57292 0.0197441 9.49203e-06 1.57166 0.0216927 1.36767e-05 1.57515 0.0236331 2.89017e-05 1.58295 0.0255652 6.30655e-05 1.59473 0.0274805 9.57207e-05 1.58221 0.0293863 0.000108291 1.57363 0.0312835 0.000107703 1.5682 0.033173 9.92614e-05 1.56513 0.0350561 8.68278e-05 1.56376 0.0369339 7.30697e-05 1.56354 0.0388076 5.97086e-05 1.56404 0.0406779 4.77726e-05 1.56496 0.0425458 3.78044e-05 1.56607 0.0444117 3.00336e-05 1.56726 0.0462764 2.45129e-05 1.56845 0.0481403 2.12192e-05 1.56963 0.0500038 2.01247e-05 1.5708 0.0518671 2.1238e-05 1.57199 0.0537308 2.45633e-05 1.57317 0.0555952 3.01425e-05 1.57439 0.0574608 3.80122e-05 1.57559 0.0593281 4.81355e-05 1.57676 0.0611978 6.02624e-05 1.57766 0.0630707 7.38309e-05 1.57819 0.0649477 8.77878e-05 1.57793 0.0668299 0.000100383 1.57656 0.0687185 0.000108952 1.57345 0.0706146 0.000109627 1.568 0.0725195 9.70799e-05 1.55936 0.0744339 6.43388e-05 1.54678 0.0763652 3.00374e-05 1.55857 0.0783049 1.47101e-05 1.5664 0.0802528 1.0444e-05 1.56989 0.0822091 8.45362e-06 1.56861 0.0841737 -1.16724e-06 1.56194 0.0861463 -2.98343e-05 1.54909 0.0881287 -6.02723e-05 1.56136 0.0901163 -7.32969e-05 1.56654 0.0921085 -8.32251e-05 1.56418 0.0941042 -0.000105568 1.5534 0.0961028 -0.000128463 1.56674 0.0981026 -0.000137091 1.56519
0.155 0.00317445 -0.000313616 1.58499 0.00517388 -0.000288675 1.58297 0.00717139 -0.000239363 1.60544 0.00916419 -0.000190206 1.588 0.0111516 -0.000160962 1.58437 0.013132 -0.000126442 1.59292 0.0151038 -6.39357e-05 1.61266 0.0170598 -4.80209e-06 1.59165 0.0190035 2.30368e-05 1.58049 0.020934 3.76888e-05 1.57791 0.0228512 5.46582e-05 1.58281 0.0247551 8.73723e-05 1.59442 0.0266453 0.000147568 1.612 0.028505 0.000203249 1.59129 0.0303497 0.000225973 1.57652 0.0321801 0.000226181 1.56663 0.0339977 0.000212082 1.56053 0.0358041 0.000189896 1.55735 0.0376009 0.000164189 1.55628 0.0393897 0.000138121 1.55665 0.041172 0.000113836 1.55804 0.0429491 9.2727e-05 1.56005 0.0447223 7.56627e-05 1.56247 0.0464925 6.31713e-05 1.56513 0.0482608 5.55847e-05 1.56797 0.0500279 5.31439e-05 1.57093 0.0517946 5.60597e-05 1.57402 0.0535614 6.41945e-05 1.57681 0.0553296 7.73878e-05 1.5797 0.0570996 9.5379e-05 1.58217 0.058873 0.000117727 1.58449 0.0606505 0.000143429 1.58578 0.0624339 0.000170982 1.58633 0.0642243 0.000198079 1.58497 0.0660241 0.000221383 1.58174 0.0678348 0.000236376 1.57539 0.0696583 0.000236813 1.56539 0.071496 0.000214366 1.5502 0.0733492 0.000158341 1.52909 0.075234 9.74146e-05 1.54672 0.0771327 6.40264e-05 1.55842 0.0790453 4.63809e-05 1.56325 0.0809718 3.08618e-05 1.56054 0.082912 1.80236e-06 1.54912 0.0848653 -5.92329e-05 1.52763 0.0868353 -0.000123995 1.54758 0.0888143 -0.000160521 1.55621 0.0908008 -0.000191839 1.55243 0.0927931 -0.00024367 1.53451 0.0947904 -0.000295977 1.55726 0.0967897 -0.000323657 1.55513
0.205 0.00397337 -0.000523444 1.59339 0.00597242 -0.000481107 1.59184 0.00796894 -0.000405798 1.62163 0.00995984 -0.000329162 1.59989 0.0119449 -0.000276983 1.59577 0.0139218 -0.000217145 1.60721 0.0158884 -0.000120865 1.63282 0.0178356 -2.86215e-05 1.60604 0.0197693 2.32696e-05 1.59141 0.0216877 5.71782e-05 1.58744 0.0235904 9.23199e-05 1.59279 0.0254769 0.000145425 1.60663 0.0273467 0.000230995 1.62785 0.029176 0.000308858 1.60091 0.0309877 0.000343656 1.58093 0.0327823 0.000347863 1.56693 0.0345608 0.000331558 1.55766 0.0363248 0.000302687 1.55231 0.0380759 0.000267398 1.54989 0.0398159 0.000230134 1.5496 0.0415465 0.000194184 1.55103 0.0432692 0.000161973 1.55364 0.0449858 0.000135287 1.55724 0.0466973 0.000115447 1.56148 0.0484052 0.000103485 1.56637 0.0501106 0.000100272 1.57169 0.0518147 0.000106577 1.57751 0.053517 0.000121837 1.58219 0.0552204 0.000145437 1.58724 0.0569246 0.000176541 1.59092 0.0586328 0.000214111 1.59461 0.0603443 0.000255845 1.59558 0.0620634 0.000298951 1.59579 0.0637899 0.000339514 1.59221 0.0655284 0.000372505 1.5865 0.06728 0.000391992 1.57621 0.069048 0.000390032 1.56171 0.0708332 0.00035621 1.54019 0.0726373 0.000277264 1.5118 0.0744868 0.000189018 1.533 0.0763547 0.000132973 1.54698 0.0782404 9.44965e-05 1.55195 0.0801441 5.62727e-05 1.54736 0.0820653 -1.44842e-06 1.53168 0.0840026 -0.000102142 1.5031 0.0859623 -0.000208305 1.52945 0.0879342 -0.000277255 1.54114 0.0899159 -0.000338904 1.53648 0.0919047 -0.00042722 1.513 0.0939001 -0.000514951 1.5443 0.0958988 -0.000568323 1.54226
0.255 0.00408527 -0.000730155 1.59812 0.00608406 -0.000676468 1.59786 0.00808019 -0.000584044 1.63203 0.0100707 -0.000487688 1.60923 0.0120562 -0.000416248 1.60565 0.0140341 -0.000334469 1.61926 0.0160018 -0.00021049 1.64854 0.0179505 -8.95923e-05 1.61944 0.0198874 -1.31374e-05 1.60314 0.0218102 4.27229e-05 1.59836 0.023718 9.88144e-05 1.60367 0.02561 0.000173728 1.61858 0.0274853 0.000283655 1.64152 0.0293191 0.000383444 1.61079 0.0311367 0.000433018 1.58712 0.0329377 0.000445498 1.5699 0.0347225 0.000431802 1.55772 0.0364925 0.000400903 1.55016 0.0382486 0.000360113 1.54603 0.0399922 0.000314899 1.54461 0.0417251 0.000269642 1.54554 0.0434485 0.000227901 1.54831 0.0451641 0.000192617 1.55277 0.0468729 0.000166241 1.55852 0.0485765 0.000150943 1.56565 0.0502758 0.00014874 1.57387 0.0519722 0.00016156 1.58334 0.0536622 0.000187888 1.5899 0.0553517 0.000226301 1.59759 0.0570376 0.000275051 1.60221 0.0587261 0.000332418 1.60757 0.0604126 0.00039395 1.60714 0.0621058 0.000455157 1.60667 0.0638022 0.000510017 1.59932 0.0655105 0.000551676 1.59048 0.0672302 0.000573288 1.57535 0.0689668 0.000565895 1.55647 0.0707197 0.000517798 1.52857 0.0724921 0.000414029 1.49398 0.0743191 0.000295497 1.51654 0.0761669 0.000210573 1.53146 0.0780346 0.000142758 1.5355 0.0799226 7.20703e-05 1.5289 0.08183 -2.34818e-05 1.50986 0.0837543 -0.000170186 1.47631 0.0857053 -0.000323267 1.50784 0.0876712 -0.000431737 1.52233 0.0896485 -0.000530385 1.5176 0.0916335 -0.000659059 1.49073 0.0936266 -0.000784634 1.52954 0.0956241 -0.000866848 1.52841
0.305 0.00365066 -0.000909721 1.59965 0.00564937 -0.000850626 1.60096 0.00764564 -0.000750635 1.63618 0.00963695 -0.000643998 1.61498 0.0116244 -0.000559474 1.61264 0.0136058 -0.000462102 1.6275 0.0155784 -0.000319856 1.65808 0.0175347 -0.000178675 1.62968 0.0194824 -8.12966e-05 1.61355 0.0214191 -4.58699e-06 1.60871 0.0233436 7.2075e-05 1.61385 0.0252551 0.000167645 1.62887 0.0271521 0.000298772 1.65186 0.0290147 0.000418312 1.61961 0.0308648 0.000483425 1.59385 0.0327019 0.00050676 1.5745 0.0345253 0.000499157 1.55998 0.036336 0.00046988 1.55039 0.0381345 0.000426853 1.54437 0.0399217 0.000376309 1.54159 0.0416987 0.000323619 1.54157 0.0434667 0.0002735 1.54415 0.0452267 0.000230219 1.54905 0.0469797 0.000197683 1.5562 0.0487266 0.000179667 1.56554 0.0504682 0.000179919 1.57713 0.0522053 0.000202235 1.59096 0.0539306 0.000243678 1.5995 0.0556532 0.000301753 1.61032 0.0573662 0.000373626 1.61594 0.0590792 0.00045698 1.6236 0.0607813 0.000544108 1.62093 0.0624875 0.000628251 1.61967 0.064189 0.000700719 1.60733 0.0658999 0.000752739 1.59502 0.0676165 0.000776554 1.57393 0.0693476 0.000762429 1.55057 0.07109 0.000697758 1.51554 0.0728492 0.000566223 1.47506 0.0746653 0.00041307 1.49696 0.0765028 0.000292236 1.51168 0.07836 0.000186172 1.51379 0.0802379 7.30284e-05 1.50509 0.0821353 -6.96832e-05 1.48358 0.0840488 -0.000269056 1.44704 0.0859917 -0.000474704 1.48285 0.0879518 -0.000629286 1.50017 0.0899247 -0.000770612 1.49639 0.0919052 -0.000942298 1.4683 0.0938953 -0.0011067 1.51385 0.0958913 -0.00121911 1.51453
0.355 0.00301856 -0.00105474 1.6003 0.00501726 -0.000992232 1.60302 0.00701381 -0.000889683 1.63674 0.00900616 -0.000778428 1.61854 0.0109958 -0.000684918 1.61769 0.0129806 -0.000576711 1.63289 0.0149583 -0.000423731 1.66283 0.016923 -0.000269694 1.63694 0.0188819 -0.000155823 1.62213 0.020833 -6.10279e-05 1.61768 0.022775 3.38137e-05 1.62249 0.0247072 0.000146634 1.6366 0.0266282 0.000293265 1.6581 0.0285236 0.000427221 1.62593 0.0304109 0.000505178 1.59941 0.0322891 0.000538617 1.57885 0.0341573 0.00053762 1.56265 0.0360159 0.000511106 1.55131 0.0378649 0.000467007 1.54342 0.0397052 0.000412082 1.53928 0.0415372 0.00035251 1.53806 0.0433621 0.000294046 1.54023 0.0451801 0.000242245 1.54515 0.0469923 0.000202578 1.55346 0.0487988 0.000180633 1.56467 0.0506005 0.000182189 1.57954 0.0523971 0.000213312 1.59765 0.0541791 0.000269904 1.60845 0.0559566 0.000348678 1.62278 0.0577207 0.000446146 1.63029 0.0594819 0.000559852 1.64131 0.0612251 0.000678064 1.63674 0.0629693 0.000791187 1.63529 0.0647018 0.000887556 1.61818 0.0664404 0.000956379 1.60303 0.0681776 0.00098807 1.57521 0.0699252 0.000971519 1.54723 0.0716771 0.000892852 1.50386 0.0734405 0.000734212 1.45705 0.0752559 0.000545326 1.47624 0.0770914 0.000384748 1.48949 0.0789442 0.00023445 1.48836 0.0808165 7.1243e-05 1.47709 0.0827065 -0.000126339 1.45349 0.0846104 -0.000384548 1.41521 0.0865449 -0.000648545 1.45446 0.088499 -0.000855911 1.47461 0.0904667 -0.00104582 1.47262 0.0924419 -0.0012639 1.44508 0.0944283 -0.00146921 1.49674 0.0964221 -0.00161418 1.5
0.405 0.00244658 -0.00116916 1.60154 0.00444522 -0.00110262 1.60531 0.00644196 -0.000998621 1.6362 0.00843517 -0.000884632 1.62135 0.0104264 -0.000783819 1.62188 0.0124138 -0.000667192 1.63682 0.0143953 -0.00050767 1.66501 0.0163664 -0.000345382 1.64225 0.0183338 -0.000218484 1.62922 0.0202957 -0.000108466 1.62525 0.0222509 1.63786e-06 1.62954 0.0241988 0.000127807 1.64199 0.0261382 0.000284152 1.66096 0.0280593 0.000426623 1.62973 0.0299756 0.000513385 1.60327 0.0318858 0.000554488 1.58217 0.0337891 0.00055893 1.56485 0.0356854 0.000534893 1.55209 0.0375745 0.000489872 1.5425 0.0394572 0.000430965 1.53716 0.0413337 0.000364933 1.5347 0.0432049 0.00029833 1.53636 0.0450709 0.000237735 1.54095 0.046933 0.000189941 1.55 0.0487905 0.000162092 1.56236 0.0506446 0.000161757 1.5797 0.052494 0.00019704 1.60096 0.0543294 0.000263686 1.61422 0.0561597 0.000358494 1.63197 0.0579758 0.0004783 1.64251 0.0597873 0.000621313 1.65785 0.0615772 0.000771974 1.65288 0.063366 0.000917804 1.65255 0.0651398 0.00104441 1.63256 0.0669171 0.0011391 1.6163 0.0686876 0.00118885 1.58203 0.070465 0.00117989 1.54971 0.0722402 0.00109605 1.49719 0.0740211 0.000917277 1.44351 0.0758438 0.000697923 1.45799 0.0776839 0.000499982 1.4683 0.0795373 0.000305127 1.4622 0.0814072 8.90388e-05 1.44726 0.0832917 -0.000167567 1.42114 0.0851864 -0.000488878 1.38134 0.0871117 -0.000816326 1.42282 0.0890585 -0.00108323 1.44534 0.0910197 -0.00132865 1.44548 0.0929882 -0.00159879 1.41952 0.0949694 -0.00185026 1.47653 0.0969601 -0.00203371 1.48281
0.455 0.00201951 -0.00126044 1.60364 0.00401803 -0.00118874 1.60806 0.00601482 -0.00108277 1.6358 0.00800858 -0.000966163 1.62399 0.0100008 -0.000858708 1.62566 0.0119898 -0.00073491 1.64002 0.0139738 -0.000570868 1.66607 0.0159493 -0.00040286 1.64634 0.0179222 -0.000265517 1.6351 0.0198911 -0.000142887 1.63156 0.021855 -2.02627e-05 1.63527 0.0238131 0.000116019 1.6457 0.0257646 0.00027798 1.66182 0.0277026 0.000424753 1.63182 0.029638 0.000517082 1.60588 0.0315692 0.000563632 1.58458 0.0334953 0.000572285 1.5666 0.0354162 0.000550346 1.5527 0.0373315 0.000504643 1.5417 0.0392421 0.000442519 1.53538 0.0411478 0.000371132 1.53181 0.0430499 0.000297577 1.53296 0.044948 0.000229116 1.53704 0.0468437 0.000173418 1.54636 0.0487363 0.000138656 1.55911 0.0506269 0.000133576 1.57779 0.0525141 0.000167639 1.60066 0.0543894 0.00023746 1.61621 0.05626 0.00034081 1.63673 0.0581179 0.000475753 1.65092 0.0599704 0.000641895 1.67072 0.0618006 0.000820943 1.66705 0.0636286 0.00099825 1.6691 0.0654412 0.00115759 1.64888 0.067256 0.00128493 1.63377 0.0690615 0.00136249 1.59439 0.0708716 0.0013725 1.55872 0.0726764 0.00129532 1.49736 0.0744816 0.00110794 1.4369 0.0763168 0.000868661 1.44517 0.0781656 0.000641414 1.45119 0.0800231 0.000407313 1.43833 0.0818928 0.000140816 1.41831 0.0837728 -0.000174506 1.3886 0.0856585 -0.000560037 1.34664 0.0875728 -0.000953991 1.38871 0.0895103 -0.00128615 1.41256 0.091463 -0.00159424 1.41442 0.0934223 -0.00192379 1.39026 0.0953962 -0.00222958 1.45152 0.0973819 -0.00246102 1.46077
