10.005 0.821354 0.976834 0.984609 0.843503 0.574855 0.219285 -0.169442 -0.53255 -0.815132 -0.974459 -0.986443 -0.84927 -0.583678 -0.229833 0.158764 0.523356 0.808816 0.971971 0.988162 0.854936 0.592433 0.24035 -0.148062 -0.514105 0.914793 0.691561 0.363759 -0.0190435 -0.398967 -0.718565 -0.929511 -0.999907 -0.919112 -0.699339 -0.373822 0.00822855 0.389016 0.710993 0.92546 0.999996 0.92332 0.707036 0.383845 0.00260676 -0.379026 -0.70335 -0.921309 -0.999968 1.10781 0.926162 1.18003 0.576712 1.07381 0.140057 0.805233 -0.317773 0.414897 -0.727554 -0.038175 -1.02732 -0.485474 -1.17176 -0.859368 -1.13901 -1.10332 -0.934039 -1.18044 -0.587832 -1.07907 -0.152743 -0.814538 0.305454 -0.426839 0.717442 0.0253977 1.02096 0.473794 1.1701 0.85055 1.14232 1.0987 0.9418 1.18071 0.598884 1.0842 0.165415 0.823747 -0.293076 0.438732 -0.707252 -0.0126222 -1.01449 -0.462052 -1.16831 -0.841637 -1.14549
10.055 0.736057 0.93861 0.999235 0.908769 0.680892 0.35006 -0.0337041 -0.412373 -0.728689 -0.934819 -0.9996 -0.913235 -0.68878 -0.360178 0.0228843 0.402487 0.721235 0.930919 0.999847 0.917592 0.696586 0.370251 -0.0120558 -0.392558 0.961263 0.783452 0.487176 0.117238 -0.270428 -0.617203 -0.870655 -0.992455 -0.96419 -0.790132 -0.496602 -0.127972 0.259989 0.608649 0.865274 0.99107 0.967003 0.796721 0.505973 0.138711 -0.249526 -0.600036 -0.859802 -0.989568 1.04183 1.01727 1.17511 0.711619 1.1307 0.298369 0.915317 -0.159995 0.561536 -0.594166 0.122846 -0.938496 -0.334418 -1.14092 -0.741118 -1.17083 -1.03576 -1.0237 -1.17378 -0.721777 -1.13432 -0.31072 -0.923342 0.147331 -0.572747 0.583084 -0.135551 0.930682 0.32214 1.13755 0.731122 1.17242 1.02956 1.03001 1.17231 0.731852 1.13781 0.32304 0.931257 -0.134628 0.583891 -0.571939 0.148236 -0.92277 -0.309818 -1.13406 -0.721046 -1.17388
10.105 0.637057 0.882911 0.995258 0.957116 0.774252 0.474317 0.102661 -0.284519 -0.628678 -0.877774 -0.994146 -0.960197 -0.781057 -0.483818 -0.113422 0.274124 0.620225 0.872536 0.992918 0.963165 0.787771 0.493259 0.124175 -0.263703 0.989836 0.860756 0.601523 0.251337 -0.136854 -0.504351 -0.795589 -0.966525 -0.991318 -0.866215 -0.610136 -0.26179 0.126121 0.494973 0.788978 0.963692 0.992682 0.871574 0.618681 0.272232 -0.11538 -0.485551 -0.782287 -0.960745 0.956459 1.08943 1.14831 0.833277 1.16653 0.451125 1.00836 0.000761997 0.69772 -0.449716 0.281581 -0.832195 -0.177136 -1.08884 -0.60907 -1.18085 -0.948908 -1.0943 -1.14526 -0.842285 -1.16845 -0.462913 -1.01496 -0.0135339 -0.707991 0.437869 -0.293977 0.823076 0.164488 1.08383 0.598082 1.1807 0.941246 1.09904 1.14208 0.851195 1.17023 0.474651 1.02143 0.0263272 0.718179 -0.425978 0.306335 -0.813874 -0.151815 -1.07869 -0.58703 -1.18041
10.155 0.526197 0.810774 0.972751 0.987643 0.853198 0.589743 0.237115 -0.151368 -0.516963 -0.804387 -0.970184 -0.989283 -0.858793 -0.59845 -0.247616 0.140658 0.507669 0.797908 0.967503 0.990805 0.864288 0.607083 0.258095 -0.129937 0.999981 0.922036 0.704671 0.380756 -0.000731626 -0.382109 -0.705711 -0.922601 -0.999989 -0.926172 -0.712311 -0.390735 -0.0100944 0.372082 0.697993 0.918372 0.99988 0.9302 0.71987 0.400686 0.0209132 -0.362026 -0.690208 -0.914034 0.853279 1.14131 1.10014 0.939421 1.18064 0.595483 1.08263 0.161505 0.820915 -0.296894 0.435072 -0.710401 -0.0165559 -1.01649 -0.465683 -1.16888 -0.844395 -1.14453 -1.09543 -0.947111 -1.18082 -0.606487 -1.08767 -0.174147 -0.830055 0.284503 -0.446929 0.700146 0.00377447 1.00992 0.453908 1.16699 0.835412 1.1476 1.09059 0.95469 1.18086 0.617425 1.09259 0.186792 0.839097 -0.272086 0.45873 -0.689826 0.00901445 -1.00324 -0.442086 -1.16497
10.205 0.40554 0.723543 0.932134 0.999783 0.916259 0.694189 0.367154 -0.0153989 -0.395624 -0.716024 -0.92816 -0.99995 -0.920541 -0.70194 -0.377201 0.00457326 0.385661 0.708425 0.924075 1 0.924715 0.709605 0.387209 0.00624688 0.991509 0.966149 0.794699 0.503087 0.135404 -0.252754 -0.602694 -0.8615 -0.990043 -0.968884 -0.801224 -0.512404 -0.146122 0.242263 0.594013 0.855954 0.988462 0.971507 0.807657 0.521679 0.156818 -0.231761 -0.585278 -0.850307 0.734213 1.17194 1.03148 1.02808 1.17278 0.728754 1.13674 0.319241 0.928826 -0.138544 0.580464 -0.57538 0.144332 -0.925217 -0.313626 -1.13515 -0.724161 -1.17344 -1.02519 -1.0343 -1.17121 -0.738771 -1.14014 -0.331519 -0.936664 0.12584 -0.591561 0.564182 -0.15701 0.917212 0.301282 1.13156 0.714024 1.17481 1.01879 1.04041 1.16951 0.748704 1.1434 0.343779 0.944393 -0.113128 0.602584 -0.552935 0.169676 -0.909115 -0.288911 -1.12784
10.255 0.277332 0.62284 0.874163 0.99331 0.962261 0.785712 0.490358 0.120857 -0.266918 -0.614331 -0.868855 -0.992001 -0.96515 -0.792361 -0.499763 -0.131597 0.256473 0.605752 0.863443 0.990576 0.967926 0.798916 0.509114 0.142315 0.964577 0.992274 0.869932 0.616051 0.269019 -0.118692 -0.488457 -0.78436 -0.961664 -0.993559 -0.87522 -0.624534 -0.27943 0.107935 0.478974 0.777601 0.958642 0.994727 0.880408 0.63296 0.289802 -0.0971814 -0.469452 -0.770749 0.601477 1.18076 0.943621 1.09759 1.14308 0.848457 1.16969 0.471033 1.01944 0.0223859 0.715049 -0.429648 0.302534 -0.816717 -0.155729 -1.08029 -0.590445 -1.18052 -0.935877 -1.10224 -1.1398 -0.857299 -1.17138 -0.482718 -1.02584 -0.0351663 -0.725179 0.417713 -0.314871 0.807428 0.143048 1.07506 0.579343 1.18014 0.928026 1.10676 1.13639 0.866044 1.17293 0.494366 1.03211 0.0479355 0.73522 -0.405749 0.327178 -0.798062 -0.130356 -1.06971
10.305 0.143961 0.510542 0.799917 0.968343 0.990348 0.862606 0.604433 0.254863 -0.133244 -0.5012 -0.793374 -0.965583 -0.99179 -0.868031 -0.61302 -0.265317 0.122511 0.491802 0.786736 0.96271 0.993116 0.873352 0.621541 0.275733 0.919687 0.999926 0.928969 0.717546 0.397625 0.0175795 -0.365126 -0.692617 -0.915382 -0.999736 -0.932922 -0.725037 -0.407535 -0.0284037 0.355017 0.68477 0.910974 0.999428 0.936767 0.732457 0.417392 0.0392077 -0.344886 -0.676841 0.457543 1.16759 0.838193 1.14667 1.09209 0.952365 1.18087 0.614056 1.09108 0.182899 0.836321 -0.275916 0.455102 -0.693011 0.00506643 -1.00531 -0.445735 -1.16561 -0.829135 -1.14966 -1.08717 -0.959867 -1.18081 -0.62493 -1.09591 -0.195518 -0.845296 0.263468 -0.46687 0.682611 -0.0178501 0.998551 0.433875 1.16349 0.819984 1.15251 1.08211 0.96726 1.18062 0.635749 1.1006 0.208107 0.854168 -0.251009 0.478589 -0.67215 0.0306245 -0.991669
10.355 0.00791058 0.388739 0.710778 0.925348 0.999997 0.92344 0.707254 0.384124 0.00291153 -0.378737 -0.703122 -0.921188 -0.999965 -0.92754 -0.714864 -0.394097 -0.0137333 0.368696 0.695382 0.916921 0.999817 0.931529 0.722396 0.404018 0.857674 0.988961 0.97071 0.805681 0.518828 0.153524 -0.234997 -0.587979 -0.852057 -0.9873 -0.973254 -0.812041 -0.528053 -0.164213 0.224451 0.57919 0.846345 0.985522 0.975685 0.818317 0.53721 0.174867 -0.213899 -0.570332 0.305091 1.13268 0.717159 1.1744 1.02078 1.03854 1.17005 0.745647 1.14241 0.340006 0.942023 -0.117047 0.599198 -0.556404 0.165768 -0.911624 -0.292728 -1.129 -0.706957 -1.17567 -1.01429 -1.04456 -1.16826 -0.755507 -1.14558 -0.352229 -0.949675 0.104318 -0.610177 0.545085 -0.178416 0.903446 0.28033 1.12519 0.696676 1.1768 1.00769 1.05047 1.16633 0.765296 1.14861 0.364404 0.957214 -0.0915964 0.62109 -0.533725 0.191035 -0.895162
10.405 -0.128288 0.259698 0.608406 0.865124 0.991028 0.967083 0.796908 0.506233 0.139013 -0.249224 -0.59978 -0.859643 -0.989524 -0.96978 -0.8034 -0.51554 -0.149721 0.238725 0.591081 0.854061 0.987903 0.972363 0.809801 0.524781 0.779694 0.959585 0.994379 0.878817 0.630372 0.286609 -0.100492 -0.472395 -0.772869 -0.956482 -0.995467 -0.883926 -0.638739 -0.296965 0.089706 0.462828 0.76596 0.953268 0.996439 0.888941 0.647027 0.30727 -0.0789298 -0.453205 0.146959 1.07669 0.582774 1.18027 0.930459 1.10538 1.13746 0.863355 1.17246 0.490784 1.03019 0.0440011 0.732138 -0.409437 0.323383 -0.80096 -0.13427 -1.07137 -0.571617 -1.17979 -0.922535 -1.10981 -1.13396 -0.872018 -1.17392 -0.502382 -1.03637 -0.0567748 -0.742124 0.397411 -0.335659 0.791522 0.121566 1.06594 0.560397 1.17918 0.914499 1.11412 1.13032 0.880595 1.17523 0.513916 1.04244 0.0695219 0.752028 -0.385363 0.34789 -0.781989
10.455 -0.262097 0.125822 0.494707 0.788795 0.963609 0.99272 0.871725 0.618918 0.272526 -0.115071 -0.485271 -0.782093 -0.960659 -0.993965 -0.876978 -0.627385 -0.282922 0.10431 0.475775 0.7753 0.957597 0.995094 0.88213 0.635774 0.687197 0.912343 0.999536 0.935591 0.73018 0.414359 0.0358827 -0.348015 -0.679292 -0.907858 -0.999147 -0.939355 -0.737534 -0.424189 -0.046709 0.337848 0.671314 0.903265 0.998641 0.943016 0.744798 0.433953 0.057509 -0.32764 -0.0139094 1.00065 0.437539 1.16416 0.822817 1.15164 1.08369 0.96499 1.18069 0.632424 1.09917 0.20423 0.851447 -0.254847 0.474977 -0.675385 0.026687 -0.993801 -0.425634 -1.16195 -0.813601 -1.1544 -1.07854 -0.972295 -1.1804 -0.643183 -1.10378 -0.21681 -0.860254 0.242339 -0.486654 0.664861 -0.0394615 0.986844 0.413685 1.1596 0.804286 1.15703 1.07327 0.979499 1.17998 0.65386 1.10825 0.229346 0.868964 -0.229826 0.498267 -0.654258
