10.005 0.821354 0.976834 0.984609 0.843503 0.574855 0.219285 -0.169442 -0.53255 -0.815132 -0.974459 -0.986443 -0.84927 -0.583678 -0.229833 0.158764 0.523356 0.808816 0.971971 0.988162 0.854936 0.592433 0.24035 -0.148062 -0.514105 0.914793 0.691561 0.363759 -0.0190435 -0.398967 -0.718565 -0.929511 -0.999907 -0.919112 -0.699339 -0.373822 0.00822855 0.389016 0.710993 0.92546 0.999996 0.92332 0.707036 0.383845 0.00260676 -0.379026 -0.70335 -0.921309 -0.999968
10.055 0.736057 0.93861 0.999235 0.908769 0.680892 0.35006 -0.0337041 -0.412373 -0.728689 -0.934819 -0.9996 -0.913235 -0.68878 -0.360178 0.0228843 0.402487 0.721235 0.930919 0.999847 0.917592 0.696586 0.370251 -0.0120558 -0.392558 0.961263 0.783452 0.487176 0.117238 -0.270428 -0.617203 -0.870655 -0.992455 -0.96419 -0.790132 -0.496602 -0.127972 0.259989 0.608649 0.865274 0.99107 0.967003 0.796721 0.505973 0.138711 -0.249526 -0.600036 -0.859802 -0.989568
10.105 0.637057 0.882911 0.995258 0.957116 0.774252 0.474317 0.102661 -0.284519 -0.628678 -0.877774 -0.994146 -0.960197 -0.781057 -0.483818 -0.113422 0.274124 0.620225 0.872536 0.992918 0.963165 0.787771 0.493259 0.124175 -0.263703 0.989836 0.860756 0.601523 0.251337 -0.136854 -0.504351 -0.795589 -0.966525 -0.991318 -0.866215 -0.610136 -0.26179 0.126121 0.494973 0.788978 0.963692 0.992682 0.871574 0.618681 0.272232 -0.11538 -0.485551 -0.782287 -0.960745
10.155 0.526197 0.810774 0.972751 0.987643 0.853198 0.589743 0.237115 -0.151368 -0.516963 -0.804387 -0.970184 -0.989283 -0.858793 -0.59845 -0.247616 0.140658 0.507669 0.797908 0.967503 0.990805 0.864288 0.607083 0.258095 -0.129937 0.999981 0.922036 0.704671 0.380756 -0.000731626 -0.382109 -0.705711 -0.922601 -0.999989 -0.926172 -0.712311 -0.390735 -0.0100944 0.372082 0.697993 0.918372 0.99988 0.9302 0.71987 0.400686 0.0209132 -0.362026 -0.690208 -0.914034
10.205 0.40554 0.723543 0.932134 0.999783 0.916259 0.694189 0.367154 -0.0153989 -0.395624 -0.716024 -0.92816 -0.99995 -0.920541 -0.70194 -0.377201 0.00457326 0.385661 0.708425 0.924075 1 0.924715 0.709605 0.387209 0.00624688 0.991509 0.966149 0.794699 0.503087 0.135404 -0.252754 -0.602694 -0.8615 -0.990043 -0.968884 -0.801224 -0.512404 -0.146122 0.242263 0.594013 0.855954 0.988462 0.971507 0.807657 0.521679 0.156818 -0.231761 -0.585278 -0.850307
10.255 0.277332 0.62284 0.874163 0.99331 0.962261 0.785712 0.490358 0.120857 -0.266918 -0.614331 -0.868855 -0.992001 -0.96515 -0.792361 -0.499763 -0.131597 0.256473 0.605752 0.863443 0.990576 0.967926 0.798916 0.509114 0.142315 0.964577 0.992274 0.869932 0.616051 0.269019 -0.118692 -0.488457 -0.78436 -0.961664 -0.993559 -0.87522 -0.624534 -0.27943 0.107935 0.478974 0.777601 0.958642 0.994727 0.880408 0.63296 0.289802 -0.0971814 -0.469452 -0.770749
10.305 0.143961 0.510542 0.799917 0.968343 0.990348 0.862606 0.604433 0.254863 -0.133244 -0.5012 -0.793374 -0.965583 -0.99179 -0.868031 -0.61302 -0.265317 0.122511 0.491802 0.786736 0.96271 0.993116 0.873352 0.621541 0.275733 0.919687 0.999926 0.928969 0.717546 0.397625 0.0175795 -0.365126 -0.692617 -0.915382 -0.999736 -0.932922 -0.725037 -0.407535 -0.0284037 0.355017 0.68477 0.910974 0.999428 0.936767 0.732457 0.417392 0.0392077 -0.344886 -0.676841
10.355 0.00791058 0.388739 0.710778 0.925348 0.999997 0.92344 0.707254 0.384124 0.00291153 -0.378737 -0.703122 -0.921188 -0.999965 -0.92754 -0.714864 -0.394097 -0.0137333 0.368696 0.695382 0.916921 0.999817 0.931529 0.722396 0.404018 0.857674 0.988961 0.97071 0.805681 0.518828 0.153524 -0.234997 -0.587979 -0.852057 -0.9873 -0.973254 -0.812041 -0.528053 -0.164213 0.224451 0.57919 0.846345 0.985522 0.975685 0.818317 0.53721 0.174867 -0.213899 -0.570332
10.405 -0.128288 0.259698 0.608406 0.865124 0.991028 0.967083 0.796908 0.506233 0.139013 -0.249224 -0.59978 -0.859643 -0.989524 -0.96978 -0.8034 -0.51554 -0.149721 0.238725 0.591081 0.854061 0.987903 0.972363 0.809801 0.524781 0.779694 0.959585 0.994379 0.878817 0.630372 0.286609 -0.100492 -0.472395 -0.772869 -0.956482 -0.995467 -0.883926 -0.638739 -0.296965 0.089706 0.462828 0.76596 0.953268 0.996439 0.888941 0.647027 0.30727 -0.0789298 -0.453205
10.455 -0.262097 0.125822 0.494707 0.788795 0.963609 0.99272 0.871725 0.618918 0.272526 -0.115071 -0.485271 -0.782093 -0.960659 -0.993965 -0.876978 -0.627385 -0.282922 0.10431 0.475775 0.7753 0.957597 0.995094 0.88213 0.635774 0.687197 0.912343 0.999536 0.935591 0.73018 0.414359 0.0358827 -0.348015 -0.679292 -0.907858 -0.999147 -0.939355 -0.737534 -0.424189 -0.046709 0.337848 0.671314 0.903265 0.998641 0.943016 0.744798 0.433953 0.057509 -0.32764
