50.02 0.984097 0.00737461 0.999941 0.00681467 0.999957 0.00624178 0.521272 0.00313644 1 0.000595737 1 0.0005343 0.00175498 0.00408744 1 0.00026434 1 0.000285757 0.010172 0.00896547 0.999996 0.000575848 0.99933 0.000806094 0.641239 0.0140254 0.903866 0.0183618 0.108612 0.0652014 0.998761 0.00777613 1.26913e-06 0.0957624 1.23773e-08 0.0998742 0.39855 0.96829 0.999753 0.00805838
50.06 0.988196 0.00789475 0.99992 0.00746656 0.999946 0.00685063 0.583606 0.00316283 1 0.000715851 1 0.000637312 0.00229053 0.00401141 1 0.000261714 1 0.000279534 0.00780459 0.00837041 0.999997 0.000530584 0.99954 0.000729852 0.572788 0.0148291 0.933571 0.0143293 0.159179 0.0565254 0.998387 0.00779264 2.07201e-06 0.0954901 1.61148e-08 0.0999014 0.420981 0.968999 0.999707 0.00853785
50.1 0.991317 0.00842864 0.999892 0.00811819 0.999933 0.00747059 0.639624 0.003226 1 0.000865246 1 0.000765076 0.00309711 0.00394332 1 0.000259693 1 0.000273984 0.00604125 0.00784535 0.999998 0.000492439 0.999686 0.000665988 0.504215 0.0155695 0.95458 0.0111543 0.224303 0.0474899 0.997854 0.00780743 3.48411e-06 0.0951225 2.18999e-08 0.0999141 0.442954 0.969716 0.99965 0.00908128
50.14 0.993664 0.00897278 0.999853 0.00876366 0.999916 0.00809743 0.689353 0.00332814 1 0.00104767 1 0.000920597 0.00431897 0.00388267 1 0.000258263 1 0.000269094 0.0047333 0.00738202 0.999999 0.000460064 0.999786 0.000612038 0.437705 0.0162419 0.96923 0.00868723 0.302316 0.0386583 0.997087 0.00781991 6.01217e-06 0.0946404 3.1097e-08 0.099901 0.46438 0.97044 0.999581 0.00969288
50.18 0.995411 0.00952367 0.999801 0.00939795 0.999896 0.00872723 0.733219 0.00347001 0.999999 0.00126671 0.999999 0.00110675 0.00617892 0.00382885 1 0.000257431 1 0.000264876 0.00376607 0.00697285 0.999999 0.0004324 0.999854 0.000566104 0.374984 0.0168319 0.979319 0.00678934 0.388869 0.0305557 0.995972 0.00782966 1.06111e-05 0.0940252 4.61659e-08 0.0998474 0.485196 0.971169 0.999497 0.0103771
50.22 0.996698 0.0100778 0.999732 0.010017 0.99987 0.00935634 0.771795 0.00365141 0.999999 0.00152563 0.999999 0.0013262 0.00901649 0.0037811 1 0.000257238 1 0.000261378 0.00305233 0.00661097 0.999999 0.000408613 0.999901 0.000526715 0.317283 0.0173093 0.986188 0.00533909 0.478075 0.02356 0.994337 0.00783641 1.90989e-05 0.0932587 7.16461e-08 0.0997331 0.505359 0.971903 0.999393 0.0111386
50.26 0.997639 0.0106319 0.999638 0.0106176 0.999837 0.00998151 0.805653 0.00387164 0.999999 0.00182723 0.999999 0.00158123 0.0133391 0.00373841 1 0.000257778 1 0.000258691 0.00252655 0.0062902 1 0.000388039 0.999932 0.000492719 0.265376 0.0176317 0.99082 0.0042347 0.564274 0.0178412 0.991922 0.00784008 3.49638e-05 0.0923223 1.16132e-07 0.0995304 0.524845 0.972638 0.999266 0.0119823
50.3 0.99832 0.0111825 0.999511 0.0111975 0.999797 0.0105999 0.835305 0.00412965 0.999999 0.0021736 0.999999 0.00187362 0.0198827 0.00369954 1 0.000259222 1 0.000256979 0.00214055 0.00600501 1 0.000370149 0.999953 0.000463207 0.21962 0.0177572 0.993919 0.00339394 0.643323 0.0133732 0.988333 0.0078409 6.49416e-05 0.0911929 1.96279e-07 0.0991996 0.543639 0.973372 0.999109 0.0129132
50.34 0.99881 0.0117268 0.99934 0.0117551 0.999747 0.0112088 0.861188 0.00442419 0.999999 0.00256591 0.999999 0.00220448 0.0296704 0.00366298 1 0.000261851 1 0.000256504 0.00185954 0.00575055 1 0.000354517 0.999968 0.000437452 0.180024 0.0176584 0.995978 0.00275226 0.712942 0.0099997 0.982983 0.00783962 0.000122102 0.0898379 3.45043e-07 0.0986841 0.56174 0.974104 0.998917 0.0139366
50.38 0.99916 0.012262 0.99911 0.0122895 0.999685 0.0118062 0.883673 0.00475375 0.999998 0.00300422 0.999999 0.0025741 0.0440367 0.00362689 1 0.000266102 1 0.000257661 0.00165892 0.00552261 1 0.000340802 0.999977 0.000414867 0.146326 0.0173315 0.99734 0.00226017 0.772395 0.00751015 0.975011 0.00783778 0.000231882 0.0882069 6.28889e-07 0.0979028 0.579153 0.97483 0.99868 0.0150577
50.42 0.999409 0.0127856 0.998801 0.0128004 0.999608 0.0123902 0.903087 0.00511661 0.999998 0.00348728 0.999999 0.00298187 0.0645642 0.00358923 1 0.000272624 1 0.000261032 0.00152184 0.00531758 1 0.000328728 0.999984 0.000394977 0.118068 0.0167968 0.998239 0.00188029 0.821962 0.00569623 0.963187 0.00783801 0.000443861 0.0862229 1.18403e-06 0.0967411 0.595885 0.975549 0.99839 0.0162819
50.46 0.999586 0.0132954 0.998387 0.013288 0.999512 0.012959 0.919724 0.00551072 0.999997 0.00401248 0.999999 0.00342623 0.0928606 0.00354803 1 0.000282335 1 0.000267427 0.00143755 0.00513244 1 0.000318077 0.999988 0.000377389 0.0946707 0.0160934 0.998832 0.00158466 0.862492 0.00438045 0.945849 0.00784432 0.000854612 0.0837738 2.29338e-06 0.0950432 0.611953 0.976257 0.998033 0.0176145
50.5 0.99971 0.0137895 0.997831 0.0137527 0.999393 0.0135114 0.933867 0.00593365 0.999996 0.00457586 0.999998 0.00390474 0.130137 0.00350197 1 0.000296473 1 0.000277927 0.00140027 0.00496464 1 0.000308675 0.999991 0.000361781 0.0755045 0.01527 0.999224 0.00135253 0.895087 0.0034241 0.920916 0.00786223 0.00165176 0.0807097 4.5508e-06 0.0926085 0.627373 0.976952 0.997595 0.019061
50.54 0.999798 0.0142661 0.997087 0.0141956 0.999247 0.0140462 0.945785 0.0063826 0.999995 0.00517221 0.999998 0.00441427 0.17666 0.00345116 1 0.000316622 1 0.000293897 0.00140865 0.00481213 1 0.000300384 0.999994 0.000347886 0.0599479 0.0143765 0.999482 0.00116849 0.920917 0.00272434 0.886106 0.00789855 0.00319786 0.076853 9.21255e-06 0.0892056 0.642166 0.977633 0.997058 0.0206264
50.58 0.999859 0.0147236 0.996095 0.0146181 0.999066 0.0145624 0.955742 0.00685443 0.999994 0.00579537 0.999998 0.00495116 0.23134 0.00339798 1 0.000344704 1 0.000316966 0.00146576 0.00467321 1 0.000293098 0.999995 0.000335479 0.047423 0.0134575 0.999654 0.00102115 0.941107 0.0022072 0.839485 0.00796047 0.00618687 0.0720338 1.89498e-05 0.0846141 0.656356 0.978296 0.996402 0.0223159
50.62 0.999901 0.0151605 0.994773 0.0150219 0.998844 0.0150593 0.963993 0.0073457 0.999993 0.0064385 0.999997 0.00551141 0.291746 0.00334736 1 0.000382914 1 0.000348973 0.00157954 0.00454654 1 0.000286732 0.999996 0.000324376 0.0374148 0.0125489 0.999768 0.000902019 0.956679 0.00182036 0.780302 0.00805379 0.0119249 0.0661526 3.94572e-05 0.0787038 0.669968 0.97894 0.995601 0.0241345
50.66 0.999931 0.0155752 0.993019 0.0154094 0.998571 0.0155364 0.970779 0.00785284 0.999991 0.00709446 0.999997 0.00609094 0.354674 0.00330627 1 0.000433645 1 0.000391888 0.00176403 0.00443109 1 0.000281217 0.999997 0.000314424 0.0294761 0.0116768 0.999844 0.000804778 0.968529 0.00152706 0.709803 0.00818071 0.0227977 0.0592553 8.28808e-05 0.0715323 0.683031 0.979562 0.994626 0.0260868
50.7 0.999952 0.0159662 0.990697 0.0157833 0.998236 0.0159932 0.976323 0.00837224 0.999989 0.00775619 0.999997 0.00668562 0.416968 0.00328242 1 0.000499386 0.999999 0.000447737 0.00204135 0.00432603 1 0.000276493 0.999998 0.000305498 0.0232241 0.0108582 0.999895 0.000724678 0.977421 0.00130152 0.631414 0.00833887 0.0429277 0.0515751 0.000175084 0.0634067 0.695575 0.980161 0.993442 0.0281774
50.74 0.999967 0.0163318 0.987637 0.0161471 0.997825 0.0164295 0.98083 0.00890043 0.999986 0.008417 0.999996 0.00729139 0.476185 0.00328281 1 0.000582647 0.999999 0.000518533 0.00244482 0.00423073 1 0.000272504 0.999998 0.000297496 0.018334 0.0101026 0.999929 0.000658127 0.983995 0.00112557 0.549977 0.00852407 0.0787295 0.0434993 0.000370947 0.0548467 0.70763 0.980734 0.992008 0.0304105
50.78 0.999977 0.0166698 0.983626 0.0165052 0.997323 0.0168451 0.984477 0.00943407 0.999983 0.00907084 0.999995 0.00790431 0.530849 0.00331278 1 0.000685888 0.999999 0.000606233 0.00302355 0.00414461 1 0.000269203 0.999998 0.000290339 0.014532 0.0094135 0.999952 0.000602385 0.988782 0.000986297 0.470389 0.00873667 0.138305 0.0354728 0.00078629 0.0464486 0.719229 0.981281 0.990277 0.0327902
50.82 0.999984 0.0169777 0.978399 0.0168629 0.99671 0.01724 0.987421 0.00997 0.999979 0.00971249 0.999995 0.0085206 0.580362 0.00337569 1 0.00081148 0.999999 0.000712714 0.00384896 0.00406713 1 0.00026655 0.999999 0.00028397 0.0115898 0.00879081 0.999967 0.00055534 0.992214 0.000874464 0.396515 0.00898651 0.227835 0.0279115 0.00166301 0.0387212 0.730407 0.9818 0.988195 0.0353202
50.86 0.999989 0.0172528 0.971639 0.0172269 0.995964 0.0176142 0.989792 0.0105053 0.999974 0.0103376 0.999994 0.0091367 0.624744 0.00347316 1 0.000961665 0.999999 0.000839753 0.00502365 0.00399771 1 0.000264515 0.999999 0.00027835 0.00932083 0.00823176 0.999977 0.000515355 0.994637 0.000783382 0.330677 0.00928577 0.345088 0.0211721 0.00349918 0.0319813 0.741196 0.982287 0.985702 0.0380041
50.9 0.999992 0.0174914 0.962978 0.0176053 0.995057 0.017968 0.991702 0.0110371 0.999967 0.0109427 0.999993 0.00974933 0.66436 0.00360545 1 0.00113853 0.999999 0.000989014 0.00669287 0.00393571 1 0.000263087 0.999999 0.000273462 0.00757484 0.00773202 0.999984 0.000481144 0.996325 0.00070817 0.273778 0.00962821 0.476301 0.0155323 0.00729954 0.0263351 0.751635 0.982743 0.982727 0.0408452
50.94 0.999994 0.0176896 0.952006 0.0180081 0.99396 0.0183013 0.993241 0.011563 0.99996 0.0115252 0.999991 0.0103555 0.699717 0.00377195 1 0.00134397 0.999999 0.00116203 0.00905907 0.00388041 1 0.000262278 0.999999 0.000269314 0.00623233 0.00728629 0.999989 0.000451694 0.997487 0.000645264 0.225713 0.00997314 0.602727 0.0111245 0.0150279 0.0217245 0.76176 0.983165 0.979194 0.0438467
50.98 0.999996 0.0178428 0.938294 0.018447 0.992634 0.0186143 0.994481 0.0120805 0.99995 0.0120832 0.99999 0.0109525 0.731336 0.00397148 1 0.00157965 0.999999 0.00136018 0.0123983 0.00383101 1 0.00026213 0.999999 0.000265944 0.00520009 0.00688875 0.999992 0.000426197 0.99828 0.000592062 0.185765 0.0102579 0.71077 0.00788791 0.030328 0.0179946 0.771608 0.983552 0.975018 0.0470116
51.02 0.999997 0.0179463 0.921431 0.0189358 0.991037 0.0189071 0.995483 0.0125873 0.999938 0.0126156 0.999988 0.0115381 0.759688 0.00420254 1 0.00184693 0.999999 0.00158464 0.0170769 0.00378661 1 0.000262728 0.999999 0.000263425 0.00440642 0.00653359 0.999994 0.000404002 0.998819 0.000546657 0.152915 0.0104334 0.795602 0.00561728 0.0593635 0.0149535 0.781217 0.983901 0.970105 0.0503429
51.06 0.999998 0.0179957 0.901076 0.0194904 0.98912 0.01918 0.996293 0.0130817 0.999923 0.0131217 0.999987 0.0121102 0.785166 0.00446344 1 0.00214681 0.999999 0.00183633 0.0235637 0.00374625 1 0.000264206 0.999999 0.000261877 0.00379675 0.00621552 0.999996 0.000384585 0.999184 0.000507629 0.126065 0.0104947 0.858571 0.00406431 0.110864 0.0124123 0.790624 0.98421 0.964359 0.0538432
51.1 0.999999 0.0179874 0.877013 0.0201278 0.986825 0.019433 0.996949 0.0135617 0.999904 0.0136012 0.999984 0.0126672 0.808088 0.00475238 0.999999 0.00247979 0.999999 0.00211584 0.0324316 0.00370888 1 0.000266766 0.999999 0.000261477 0.00332998 0.0059301 0.999997 0.000367519 0.999432 0.0004739 0.104172 0.0104859 0.903605 0.00301082 0.193198 0.0102141 0.799865 0.984476 0.957673 0.0575155
51.14 0.999999 0.0179191 0.849196 0.0208665 0.984085 0.0196668 0.997483 0.0140259 0.999881 0.0140544 0.999982 0.0132076 0.828711 0.0050675 0.999999 0.00284585 0.999999 0.00242338 0.0443372 0.00367348 1 0.00027069 0.999999 0.000262473 0.00297545 0.00567374 0.999998 0.00035246 0.999601 0.000444627 0.0863176 0.0104739 0.934995 0.00229343 0.307142 0.00826149 0.808975 0.984698 0.949942 0.0613623
51.18 0.999999 0.0177909 0.817807 0.0217245 0.98082 0.0198822 0.997917 0.0144731 0.999852 0.0144815 0.999979 0.0137303 0.847243 0.00540689 0.999999 0.00324431 0.999998 0.00275874 0.0599681 0.0036391 1 0.00027636 0.999999 0.000265195 0.00271063 0.00544358 0.999998 0.000339131 0.999717 0.00041914 0.0717268 0.0105044 0.956475 0.00179943 0.440058 0.00653434 0.817989 0.984872 0.941058 0.0653863
51.22 0.999999 0.0176053 0.783253 0.0227192 0.976937 0.0200805 0.998273 0.0149022 0.999815 0.0148834 0.999975 0.0142344 0.863861 0.00576855 0.999999 0.00367381 0.999998 0.00312124 0.0799493 0.00360502 1 0.000284263 0.999999 0.000270064 0.00251938 0.0052371 0.999999 0.00032731 0.999796 0.000396896 0.0597679 0.010569 0.970979 0.00145386 0.571304 0.00506574 0.826937 0.984993 0.930914 0.0695901
