0 0.641684 -0.115053 0.108406 0.914393 -0.303624 -0.324707 -0.0400684 0.820115 -0.0738815 0.229119 -0.958981 0.858301 -0.749217 0.409074 0.815375 0.231659 0.926125 -0.396872 -0.0068365 0.37825 -0.251164 -0.219416 -0.97938 -0.624369 -0.0577845 -0.803349 0.00329175 -0.537994 0.200249 0.617222 9.62526 -1.7258 1.3313 1.93579 -4.55437 -4.87061 -0.601026 12.3017 -1.10822 1.22912 0.0410192 1.8583 0.250783 -59.0926 0.907687 -0.384171 13.8919 -5.95307 1.24487 1.53369 -3.76747 8.29321 -14.6907 -9.36553 -0.866768 0.196651 1.00329 -153.799 0.600124 0.808611 1.45769 2.55896 1.26557 1.20071 -1.07672 -0.604556 -0.403852 1.64677 1.02688 0.87202 0.738953 0.950376 0.915089 -98.9116 0.460998 -0.440236 0.606945 -1.92347 1.25084 1.288 1.67115 9.37219 0.95735 -0.912283 0.295956 0.984256 1.0021 -84.3284 0.455573 0.5636
1 0.641684 -0.115053 0.108406 0.914393 -0.303624 -0.324707 -0.0400684 0.820115 -0.0738815 0.229119 -0.958981 0.858301 -0.749217 0.409074 0.815375 0.231659 0.926125 -0.396872 -0.0068365 0.37825 -0.251164 -0.219416 -0.97938 -0.624369 -0.0577845 -0.803349 0.00329175 -0.537994 0.200249 0.617222 9.62526 -1.7258 1.3313 1.93579 -4.55437 -4.87061 -0.601026 12.3017 -1.10822 1.22912 0.0410192 1.8583 0.250783 -59.0926 0.907687 -0.384171 13.8919 -5.95307 1.24487 1.53369 -3.76747 8.29321 -14.6907 -9.36553 -0.866768 0.196651 1.00329 -153.799 0.600124 0.808611 2.37577 2.36806 1.30195 1.31699 -0.234784 -0.637708 -1.1785 0.593635 0.605799 0.877015 0.650543 0.943002 0.887872 -93.852 0.488663 -0.45601 0.651072 -0.980921 1.22081 1.34393 1.67279 9.83464 0.769996 -0.437789 0.482994 1.04282 1.03373 -86.7992 0.465612 0.581291
2 0.641684 -0.115053 0.108406 0.914393 -0.303624 -0.324707 -0.0400684 0.820115 -0.0738815 0.229119 -0.958981 0.858301 -0.749217 0.409074 0.815375 0.231659 0.926125 -0.396872 -0.0068365 0.37825 -0.251164 -0.219416 -0.97938 -0.624369 -0.0577845 -0.803349 0.00329175 -0.537994 0.200249 0.617222 9.62526 -1.7258 1.3313 1.93579 -4.55437 -4.87061 -0.601026 12.3017 -1.10822 1.22912 0.0410192 1.8583 0.250783 -59.0926 0.907687 -0.384171 13.8919 -5.95307 1.24487 1.53369 -3.76747 8.29321 -14.6907 -9.36553 -0.866768 0.196651 1.00329 -153.799 0.600124 0.808611 2.28283 2.58949 1.35014 1.29208 0.217953 -1.02388 -0.188184 1.85428 0.758109 0.803937 0.586441 0.999138 0.795457 -95.2938 0.504084 -0.407003 1.15645 -0.620133 1.17485 1.30197 2.92234 9.76364 -0.41838 -1.07902 1.20097 1.01636 1.08861 -86.5153 0.435319 0.543714
3 0.641684 -0.115053 0.108406 0.914393 -0.303624 -0.324707 -0.0400684 0.820115 -0.0738815 0.229119 -0.958981 0.858301 -0.749217 0.409074 0.815375 0.231659 0.926125 -0.396872 -0.0068365 0.37825 -0.251164 -0.219416 -0.97938 -0.624369 -0.0577845 -0.803349 0.00329175 -0.537994 0.200249 0.617222 9.62526 -1.7258 1.3313 1.93579 -4.55437 -4.87061 -0.601026 12.3017 -1.10822 1.22912 0.0410192 1.8583 0.250783 -59.0926 0.907687 -0.384171 13.8919 -5.95307 1.24487 1.53369 -3.76747 8.29321 -14.6907 -9.36553 -0.866768 0.196651 1.00329 -153.799 0.600124 0.808611 1.17479 3.10892 1.30353 1.37378 -0.670692 -1.92313 -0.127492 2.63417 0.505114 0.807143 0.571031 1.03614 0.732897 -91.4704 0.525752 -0.447438 1.74776 0.62334 1.19681 1.3055 1.3915 9.54223 0.537115 -0.848224 -0.653385 1.02339 1.07053 -90.1752 0.441985 0.533714
4 -0.835185 -0.164766 0.688927 -1 -0.256876 -0.342318 -0.436022 0.865935 -0.720532 -0.998372 0.167684 0.408827 -0.706532 -0.633081 0.596961 0.255808 0.153707 0.562769 -0.164095 0.400121 -0.970501 0.251045 0.711769 -0.638089 -0.187031 -0.233612 0.954308 -0.400416 0.171418 0.0311775 -12.5278 -2.47149 1.7667 0.5 -3.85314 -5.13477 -6.54033 12.989 -10.808 0.00162808 1.16768 1.40883 0.293468 -163.308 0.798481 -0.372096 2.3056 8.44154 1.12693 1.55009 -14.5575 10.8807 10.6765 -9.57134 -2.80546 0.766388 1.95431 -140.042 0.585709 0.515589 0.962793 2.2332 1.28474 1.37433 -1.09805 -1.64955 -0.612507 2.33669 0.359132 0.771856 0.621798 1.12809 0.746752 -92.6113 0.557329 -0.451234 2.50437 1.20067 1.21847 1.30627 1.13609 9.90176 0.837322 -0.201759 -0.881543 0.991751 0.98381 -82.3409 0.451678 0.614384
5 -0.835185 -0.164766 0.688927 -1 -0.256876 -0.342318 -0.436022 0.865935 -0.720532 -0.998372 0.167684 0.408827 -0.706532 -0.633081 0.596961 0.255808 0.153707 0.562769 -0.164095 0.400121 -0.970501 0.251045 0.711769 -0.638089 -0.187031 -0.233612 0.954308 -0.400416 0.171418 0.0311775 -12.5278 -2.47149 1.7667 0.5 -3.85314 -5.13477 -6.54033 12.989 -10.808 0.00162808 1.16768 1.40883 0.293468 -163.308 0.798481 -0.372096 2.3056 8.44154 1.12693 1.55009 -14.5575 10.8807 10.6765 -9.57134 -2.80546 0.766388 1.95431 -140.042 0.585709 0.515589 0.886615 1.23634 1.29737 1.33131 -0.266467 -1.9654 0.783507 3.54481 0.54319 0.72148 0.627787 1.14979 0.638938 -88.8037 0.547422 -0.429709 1.85718 1.42932 1.19073 1.29266 1.51282 9.89426 -0.0366741 1.69323 -0.219043 1.02321 0.930023 -86.5142 0.455366 0.650816
6 -0.849229 -0.074716 0.638335 -0.856182 -0.312691 -0.178258 -0.474686 0.783919 -0.755203 -0.870923 0.413238 0.530223 -0.885909 -0.510537 0.568725 0.0790734 0.0783162 0.527777 0.146091 0.404716 -0.940238 0.517122 0.702266 -0.481726 -0.307922 -0.205307 0.862953 -0.29418 0.181188 0.0278722 -12.7384 -1.12074 1.72875 0.607863 -4.69036 -2.67388 -7.12029 11.7588 -11.328 0.129077 1.41324 1.53022 0.114091 -151.054 0.784363 -0.460463 1.17474 7.91665 1.35957 1.55354 -14.1036 12.3442 10.534 -7.22589 -4.61882 0.794693 1.86295 -129.418 0.590594 0.513936 1.07687 0.850129 1.30637 1.318 0.589764 -1.64266 0.683096 4.04178 0.3606 0.604449 0.68756 1.14096 0.669954 -90.9206 0.581085 -0.430905 1.56692 1.5911 1.16476 1.32064 0.525825 9.88931 0.545586 1.72431 -1.10247 1.09235 1.04612 -84.3026 0.499088 0.622385
7 -0.849229 -0.074716 0.638335 -0.856182 -0.312691 -0.178258 -0.474686 0.783919 -0.755203 -0.870923 0.413238 0.530223 -0.885909 -0.510537 0.568725 0.0790734 0.0783162 0.527777 0.146091 0.404716 -0.940238 0.517122 0.702266 -0.481726 -0.307922 -0.205307 0.862953 -0.29418 0.181188 0.0278722 -12.7384 -1.12074 1.72875 0.607863 -4.69036 -2.67388 -7.12029 11.7588 -11.328 0.129077 1.41324 1.53022 0.114091 -151.054 0.784363 -0.460463 1.17474 7.91665 1.35957 1.55354 -14.1036 12.3442 10.534 -7.22589 -4.61882 0.794693 1.86295 -129.418 0.590594 0.513936 0.426789 0.705557 1.37757 1.29584 0.133246 -2.1462 -0.543608 3.9921 0.279582 0.643916 0.639846 1.13555 0.535673 -97.2601 0.611626 -0.406539 0.927238 3.3337 1.18497 1.3437 -0.0757255 9.98621 0.638104 1.6687 -1.43068 1.02204 1.04974 -79.9913 0.498534 0.603784
8 0.418062 -0.54706 0.126811 0.896523 -0.342861 -0.593744 0.00584194 0.642518 -0.202101 0.421125 -0.640982 0.60859 -0.867022 0.197886 0.556968 0.0369434 0.873064 -0.448633 -0.174108 0.284078 -0.401307 -0.596087 -1 -0.52892 0.230484 -1 -0.0872233 -0.628794 0.0421098 0.519416 6.27093 -8.20591 1.34511 1.92239 -5.14291 -8.90616 0.0876291 9.63778 -3.03151 1.42113 0.359018 1.60859 0.132978 -80.2114 0.778484 -0.481528 13.096 -6.72949 1.11942 1.46306 -6.01961 6.22152 -15 -7.93379 3.45725 0 0.912777 -162.879 0.521055 0.759708 1.19467 1.36706 1.4554 1.29209 -1.09846 -2.05415 -1.75978 4.81958 -1.06796 0.609729 0.655099 1.21661 0.595811 -99.6091 0.639997 -0.441425 -0.515475 4.18625 1.19659 1.43312 -0.764451 10.0085 2.01913 1.26941 -0.479587 0.8564 1.02292 -93.6006 0.508181 0.622928
9 0.418062 -0.54706 0.126811 0.896523 -0.342861 -0.593744 0.00584194 0.642518 -0.202101 0.421125 -0.640982 0.60859 -0.867022 0.197886 0.556968 0.0369434 0.873064 -0.448633 -0.174108 0.284078 -0.401307 -0.596087 -1 -0.52892 0.230484 -1 -0.0872233 -0.628794 0.0421098 0.519416 6.27093 -8.20591 1.34511 1.92239 -5.14291 -8.90616 0.0876291 9.63778 -3.03151 1.42113 0.359018 1.60859 0.132978 -80.2114 0.778484 -0.481528 13.096 -6.72949 1.11942 1.46306 -6.01961 6.22152 -15 -7.93379 3.45725 0 0.912777 -162.879 0.521055 0.759708 1.01339 0.927409 1.48415 1.27042 -1.18711 -2.86691 -1.47161 4.88653 -2.74495 0.650438 0.607015 1.28541 0.583484 -96.887 0.614506 -0.449106 0.596459 3.11156 1.22002 1.40941 -0.915146 9.73908 1.10452 1.20632 -0.852275 0.850196 1.12458 -95.9168 0.50807 0.618583
10 0.428708 -0.536039 0.152595 0.899944 -0.351916 -0.636567 -0.0464724 0.620604 -0.183957 0.455987 -0.660183 0.565544 -0.842424 0.181044 0.509143 0.0441715 0.906425 -0.403045 -0.177086 0.317025 -0.375273 -0.592097 -0.990747 -0.515474 0.193369 -1 -0.0889138 -0.62982 0.0262443 0.487873 6.43062 -8.04058 1.36445 1.92496 -5.27874 -9.5485 -0.697086 9.30906 -2.75935 1.45599 0.339817 1.56554 0.157576 -81.8956 0.754571 -0.477914 13.5964 -6.04567 1.11719 1.48777 -5.6291 6.24347 -14.8612 -7.7321 2.90054 0 0.911086 -162.982 0.513122 0.743936 1.03787 0.767513 1.52789 1.31425 -1.10514 -3.83897 -2.5277 6.43242 -1.35233 0.640474 0.609655 1.32316 0.611235 -90.935 0.621485 -0.417968 1.81421 1.71514 1.2668 1.4359 -0.447042 9.15642 -0.467081 0.602359 0.53752 0.877397 1.1625 -96.4862 0.534355 0.574719
