10.005 0.613055 -0.155909 0.829969 -0.457932 0.963062 -0.7137 0.998921 -0.897416 0.93392 -0.990519 0.774618 -0.98361 0.537107 -0.877386 2.09438 -0.931776 2.0222 -0.899665 1.95002 -0.867553 1.87784 -0.835441 2.14944 -1.33846 2.06352 -1.28496 1.9776 -1.23145 2.0032 -1.52995 1.91221 -1.46045 1.82123 -1.39096 1.65187 -1.49209 1.56501 -1.41363 1.47814 -1.33516 1.1848 -1.27351 1.11082 -1.194 1.03685 -1.11449 0.697843 -0.944136 0.644231 -0.871603 0.59062 -0.79907 0.537008 -0.726537 0.251002 -0.525044 0.223165 -0.466813 0.195327 -0.408583 0.167489 -0.350352
10.055 0.498484 -0.0184746 0.745297 -0.33122 0.916835 -0.610502 0.995807 -0.828153 0.974234 -0.962186 0.85429 -0.999066 0.648091 -0.935071 1.85313 -0.629973 1.78927 -0.608262 1.7254 -0.586551 1.66154 -0.56484 2.02578 -1.12061 1.94481 -1.07581 1.86383 -1.03102 1.97957 -1.39484 1.88966 -1.33149 1.79975 -1.26813 1.70712 -1.43609 1.61735 -1.36057 1.52758 -1.28505 1.29035 -1.28222 1.20979 -1.20217 1.12922 -1.12211 0.82293 -0.995915 0.759709 -0.919404 0.696487 -0.842893 0.633266 -0.766382 0.356128 -0.588253 0.316631 -0.523012 0.277134 -0.457771 0.237638 -0.39253
10.105 0.374425 0.119311 0.646439 -0.198203 0.853157 -0.495685 0.973739 -0.743128 0.996004 -0.915538 0.917701 -0.995506 0.74674 -0.974958 1.57662 -0.316178 1.52228 -0.305282 1.46795 -0.294385 1.41361 -0.283489 1.86357 -0.881424 1.78908 -0.84619 1.71458 -0.810957 1.91827 -1.23319 1.83114 -1.17718 1.74401 -1.12116 1.72987 -1.35275 1.63891 -1.28161 1.54794 -1.21048 1.37134 -1.26653 1.28572 -1.18745 1.2001 -1.10838 0.932354 -1.02874 0.860726 -0.949705 0.789099 -0.870673 0.717471 -0.79164 0.454475 -0.640265 0.404071 -0.569255 0.353667 -0.498246 0.303263 -0.427237
10.155 0.24324 0.254827 0.535277 -0.0614135 0.77324 -0.371432 0.933138 -0.643958 0.998817 -0.851464 0.963646 -0.972997 0.831176 -0.996288 1.27009 0.0036344 1.22632 0.00350915 1.18255 0.0033839 1.13878 0.00325864 1.66589 -0.625465 1.5993 -0.600463 1.53271 -0.575461 1.82045 -1.04806 1.73777 -1.00046 1.65508 -0.952855 1.7197 -1.24366 1.62927 -1.17826 1.53884 -1.11287 1.42623 -1.22673 1.33719 -1.15014 1.24814 -1.07355 1.02403 -1.04198 0.945361 -0.96193 0.86669 -0.88188 0.788019 -0.80183 0.544172 -0.68009 0.48382 -0.604664 0.423468 -0.529238 0.363116 -0.453812
10.205 0.107425 0.385491 0.413927 0.0765448 0.678606 -0.24011 0.874776 -0.532532 0.982619 -0.771184 0.991248 -0.931969 0.899791 -0.998655 0.939394 0.323378 0.907019 0.312233 0.874645 0.301089 0.842271 0.289944 1.4365 -0.357601 1.37908 -0.343306 1.32165 -0.329012 1.68799 -0.842987 1.61132 -0.804698 1.53465 -0.76641 1.6768 -1.11091 1.58863 -1.05249 1.50045 -0.994072 1.45398 -1.16358 1.3632 -1.09093 1.27242 -1.01828 1.09622 -1.03539 1.012 -0.955846 0.927786 -0.876302 0.843569 -0.796759 0.623511 -0.706971 0.55436 -0.628564 0.485209 -0.550156 0.416058 -0.471749
10.255 -0.0304346 0.508819 0.284699 0.213046 0.571056 -0.104217 0.799763 -0.410969 0.947717 -0.676226 0.999984 -0.873203 0.951281 -0.982014 0.590814 0.636966 0.570453 0.615014 0.550092 0.593063 0.529731 0.571111 1.17976 -0.08293 1.13261 -0.079615 1.08545 -0.0763 1.5234 -0.621868 1.4542 -0.593622 1.38501 -0.565377 1.60198 -0.957007 1.51774 -0.906682 1.4335 -0.856357 1.45405 -1.07828 1.36326 -1.01096 1.27248 -0.943639 1.14754 -1.00909 1.05938 -0.931569 0.971222 -0.854045 0.883062 -0.776522 0.690982 -0.720395 0.614348 -0.640499 0.537714 -0.560603 0.46108 -0.480707
10.305 -0.167715 0.622462 0.150051 0.345493 0.452636 0.0336588 0.709528 -0.281585 0.894778 -0.568396 0.989686 -0.797816 0.984664 -0.946681 0.23099 0.93843 0.223029 0.906089 0.215069 0.873748 0.207108 0.841407 0.900576 0.193319 0.864577 0.185591 0.828578 0.177864 1.32981 -0.388912 1.26941 -0.371248 1.20901 -0.353583 1.49667 -0.784891 1.41797 -0.743617 1.33927 -0.702343 1.42644 -0.972465 1.33738 -0.911749 1.24832 -0.851033 1.17702 -0.963588 1.0866 -0.88956 0.996172 -0.815533 0.905748 -0.741506 0.745302 -0.720108 0.662644 -0.640244 0.579985 -0.56038 0.497327 -0.480515
10.355 -0.301803 0.724257 0.0125478 0.471363 0.325601 0.170894 0.605788 -0.14684 0.824807 -0.449748 0.960551 -0.707244 0.999305 -0.89333 -0.133232 1.22203 -0.12864 1.17992 -0.124048 1.1378 -0.119457 1.09569 0.604247 0.465888 0.580094 0.447265 0.55594 0.428642 1.11091 -0.148554 1.06045 -0.141807 1.00999 -0.135059 1.36288 -0.597836 1.29121 -0.566398 1.21954 -0.534961 1.37169 -0.848136 1.28604 -0.795182 1.2004 -0.742229 1.1841 -0.899743 1.09313 -0.83062 1.00216 -0.761498 0.911194 -0.692375 0.785436 -0.706115 0.698326 -0.627803 0.611217 -0.54949 0.524107 -0.471178
10.405 -0.430147 0.812267 -0.125194 0.588262 0.192368 0.304877 0.490518 -0.00930095 0.739138 -0.32254 0.913133 -0.60321 0.994926 -0.822976 -0.494917 1.48238 -0.477861 1.43129 -0.460804 1.3802 -0.443748 1.32912 0.296417 0.72959 0.284569 0.700426 0.27272 0.671262 0.870863 0.0946313 0.831308 0.0903331 0.791753 0.086035 1.20314 -0.399401 1.13987 -0.378399 1.07661 -0.357396 1.29082 -0.707663 1.21023 -0.66348 1.12964 -0.619297 1.16864 -0.818773 1.07886 -0.755871 0.989077 -0.692969 0.899297 -0.630067 0.81062 -0.678682 0.720718 -0.603412 0.630815 -0.528142 0.540912 -0.452872
10.455 -0.550303 0.884817 -0.260554 0.693964 0.0554746 0.433057 0.365912 0.128415 0.6394 -0.189192 0.848335 -0.487695 0.97161 -0.736957 -0.847182 1.7145 -0.817986 1.65542 -0.788789 1.59633 -0.759593 1.53724 -0.0170546 0.979406 -0.0163728 0.940255 -0.0156911 0.901105 0.614242 0.336016 0.586343 0.320754 0.558444 0.305492 1.0205 -0.193365 0.96684 -0.183197 0.913176 -0.173029 1.18539 -0.553721 1.11138 -0.51915 1.03737 -0.484578 1.13093 -0.722218 1.04405 -0.666734 0.957166 -0.61125 0.870283 -0.555766 0.820375 -0.638331 0.729391 -0.567536 0.638406 -0.496741 0.547422 -0.425947
10.505 -0.659986 0.940525 -0.390954 0.786457 -0.0824751 0.552994 0.234341 0.263687 0.527492 -0.0522436 0.76739 -0.362898 0.9298 -0.636912 -1.18332 1.914 -1.14254 1.84804 -1.10176 1.78208 -1.06098 1.71611 -0.330202 1.21058 -0.317003 1.16219 -0.303803 1.1138 0.345931 0.571004 0.330218 0.545069 0.314506 0.519134 0.818443 0.0163516 0.775404 0.0154917 0.732366 0.0146318 1.05739 -0.38924 0.991375 -0.364938 0.925356 -0.340636 1.0717 -0.611918 0.98937 -0.564907 0.907037 -0.517897 0.824704 -0.470886 0.814516 -0.58583 0.724181 -0.520858 0.633846 -0.455886 0.543512 -0.390914
10.555 -0.757106 0.978332 -0.513913 0.863981 -0.218855 0.662406 0.0983094 0.393941 0.405543 0.0856994 0.671839 -0.231193 0.870293 -0.524744 -1.49694 2.07706 -1.44535 2.00548 -1.39376 1.9339 -1.34217 1.86232 -0.637064 1.41871 -0.611599 1.362 -0.586133 1.30529 0.0710347 0.795125 0.0678082 0.75901 0.0645818 0.722895 0.600804 0.225757 0.56921 0.213885 0.537617 0.202014 0.909272 -0.21735 0.852501 -0.20378 0.795731 -0.19021 0.992075 -0.48997 0.91586 -0.452328 0.839644 -0.414686 0.763428 -0.377044 0.793153 -0.522179 0.705188 -0.464266 0.617222 -0.406353 0.529257 -0.348441
10.605 -0.839816 0.997517 -0.62709 0.925061 -0.351069 0.759209 -0.0395933 0.516696 0.275876 0.222011 0.563501 -0.0950878 0.794222 -0.402588 -1.78207 2.20059 -1.72065 2.12476 -1.65923 2.04892 -1.59782 1.97308 -0.931801 1.59984 -0.894554 1.53589 -0.857307 1.47194 -0.205213 1.00411 -0.195892 0.958504 -0.186572 0.912897 0.371729 0.430866 0.352182 0.408208 0.332634 0.385551 0.743844 -0.0413237 0.697402 -0.0387437 0.65096 -0.0361636 0.893565 -0.358696 0.824917 -0.331139 0.756269 -0.303583 0.687621 -0.276026 0.756694 -0.448589 0.672772 -0.398837 0.58885 -0.349086 0.504928 -0.299335
