10.005 0.602088 -0.142245 0.822176 -0.445596 0.959249 -0.703954 0.999467 -0.891234 0.938769 -0.988527 0.783283 -0.986008 0.54871 -0.883931
10.055 0.486467 -0.00465749 0.736006 -0.31814 0.91123 -0.599501 0.994448 -0.82033 0.977256 -0.95833 0.861391 -0.999568 0.658551 -0.939879
10.105 0.361587 0.133019 0.635827 -0.18463 0.845867 -0.483637 0.970501 -0.733811 0.997143 -0.909892 0.923103 -0.994102 0.755858 -0.977937
10.155 0.229824 0.268164 0.523546 -0.0476052 0.764404 -0.358568 0.928081 -0.633326 0.99805 -0.844137 0.967246 -0.969715 0.838779 -0.997382
10.205 0.0936876 0.398205 0.401299 0.0903256 0.668392 -0.226674 0.867997 -0.520786 0.979961 -0.762314 0.992978 -0.926871 0.905734 -0.997843
10.255 -0.0442324 0.520666 0.271415 0.226537 0.559658 -0.0904651 0.791392 -0.398333 0.943219 -0.665981 0.99981 -0.866386 0.95545 -0.979311
10.305 -0.181311 0.633217 0.136365 0.358437 0.440271 0.0474653 0.699724 -0.268299 0.888525 -0.556973 0.987612 -0.789409 0.98698 -0.942139
10.355 -0.314938 0.733716 -0.00128112 0.483514 0.312505 0.184492 0.594737 -0.133158 0.816919 -0.437363 0.956616 -0.697408 0.999725 -0.887036
10.405 -0.44257 0.820249 -0.138903 0.599389 0.17879 0.318008 0.478431 0.00451738 0.729764 -0.309429 0.907413 -0.592132 0.993441 -0.815048
10.455 -0.561779 0.891171 -0.27388 0.703854 0.0416725 0.44547 0.353018 0.142107 0.628719 -0.175605 0.840938 -0.475586 0.968248 -0.727547
10.505 -0.670296 0.94513 -0.403645 0.794923 -0.0962383 0.564454 0.220886 0.276991 0.515707 -0.0384388 0.758457 -0.349988 0.924626 -0.626199
10.555 -0.766054 0.981099 -0.525727 0.870862 -0.232317 0.672694 0.0845493 0.406604 0.392879 0.099459 0.66154 -0.217728 0.863405 -0.512931
10.605 -0.847231 0.998395 -0.637802 0.930225 -0.363975 0.76813 -0.0533963 0.528477 0.262573 0.235464 0.552031 -0.0813241 0.78575 -0.389901
10.655 -0.912283 0.996688 -0.737738 0.971882 -0.488704 0.848946 -0.190326 0.640292 0.12727 0.366987 0.432015 0.0566277 0.69314 -0.259449
10.705 -0.95997 0.97601 -0.823632 0.995041 -0.604132 0.913603 -0.323632 0.739919 -0.0104558 0.491525 0.303776 0.193502 0.587336 -0.124059
10.755 -0.989386 0.936755 -0.893849 0.999261 -0.70806 0.960872 -0.450779 0.825463 -0.147983 0.606707 0.169756 0.326693 0.470354 0.0136919
10.805 -0.99997 0.879671 -0.947053 0.984461 -0.798512 0.989851 -0.569346 0.895295 -0.282693 0.710342 0.032504 0.453666 0.344419 0.151182
10.855 -0.991521 0.805843 -0.982231 0.950924 -0.873766 0.99999 -0.677076 0.948087 -0.412022 0.800456 -0.105366 0.572003 0.211928 0.285795
10.905 -0.9642 0.716676 -0.998714 0.899286 -0.932388 0.991095 -0.771919 0.982833 -0.533509 0.875335 -0.241231 0.679454 0.0754038 0.414969
10.955 -0.918526 0.613869 -0.996187 0.830532 -0.973264 0.963337 -0.852069 0.998873 -0.644842 0.933553 -0.372505 0.773972 -0.0625558 0.536244
11.005 -0.85537 0.499378 -0.9747 0.74597 -0.995614 0.917242 -0.916002 0.9959 -0.743901 0.974002 -0.496688 0.853759 -0.199325 0.647312
11.055 -0.775933 0.375382 -0.93466 0.64721 -0.999015 0.853689 -0.9625 0.973971 -0.8288 0.995912 -0.611417 0.917295 -0.3323 0.74606
11.105 -0.681727 0.244241 -0.876831 0.536131 -0.983401 0.773887 -0.990677 0.933505 -0.897925 0.998866 -0.714509 0.963372 -0.45895 0.830607
11.155 -0.574545 0.108451 -0.802312 0.414847 -0.949069 0.679356 -0.999999 0.87527 -0.949959 0.982809 -0.804002 0.991113 -0.576865 0.899345
11.205 -0.456428 -0.0294031 -0.712522 0.285667 -0.896673 0.571894 -0.990287 0.800376 -0.983912 0.948045 -0.878191 0.999989 -0.683799 0.950965
11.255 -0.329623 -0.166698 -0.609171 0.15105 -0.82721 0.453546 -0.961726 0.710248 -0.999137 0.895236 -0.935665 0.989832 -0.777719 0.984485
11.305 -0.196544 -0.300819 -0.494224 0.0135579 -0.742002 0.326566 -0.91486 0.606601 -0.995345 0.825387 -0.97533 0.960834 -0.856836 0.999266
11.355 -0.0597248 -0.429215 -0.369871 -0.124192 -0.642671 0.19337 -0.850581 0.491408 -0.972608 0.739829 -0.996431 0.913549 -0.919644 0.995028
11.405 0.0782317 -0.549441 -0.238478 -0.259579 -0.531108 0.056494 -0.770113 0.366862 -0.931359 0.640189 -0.998566 0.848875 -0.964948 0.971851
11.455 0.214699 -0.65921 -0.102546 -0.390024 -0.409436 -0.0814576 -0.674986 0.235334 -0.872383 0.528363 -0.981695 0.768044 -0.991886 0.930176
11.505 0.34708 -0.756431 0.0353386 -0.513046 -0.279971 -0.217859 -0.567012 0.0993258 -0.796802 0.406481 -0.946139 0.672595 -0.999944 0.870796
11.555 0.472855 -0.839255 0.17255 -0.626303 -0.145177 -0.350113 -0.448246 -0.0385727 -0.706055 0.276863 -0.892574 0.564343 -0.98897 0.794842
11.605 0.589629 -0.906105 0.306477 -0.727639 -0.00761966 -0.475704 -0.320947 -0.175737 -0.601869 0.141974 -0.82202 0.44535 -0.959172 0.703759
11.655 0.695181 -0.955708 0.434571 -0.815126 0.130083 -0.59224 -0.18754 -0.309556 -0.486228 0.00438344 -0.73582 0.317881 -0.911117 0.599281
11.705 0.787501 -0.987121 0.554394 -0.887097 0.265309 -0.697504 -0.0505639 -0.437484 -0.361331 -0.133291 -0.635615 0.184361 -0.845721 0.483397
11.755 0.864832 -0.999745 0.663664 -0.942184 0.395486 -0.789492 0.0873751 -0.557084 -0.229558 -0.268428 -0.523312 0.0473315 -0.764228 0.358312
11.805 0.925702 -0.99334 0.760302 -0.979338 0.518135 -0.866453 0.223651 -0.666081 -0.0934148 -0.398456 -0.401048 -0.0905985 -0.668188 0.226407
11.855 0.968953 -0.968029 0.842469 -0.997852 0.630922 -0.926922 0.35567 -0.762401 0.0445062 -0.5209 -0.271151 -0.226804 -0.559431 0.0901922
11.905 0.993761 -0.924292 0.908601 -0.997372 0.7317 -0.969748 0.480919 -0.844208 0.18158 -0.633429 -0.136093 -0.358693 -0.440025 -0.047739
11.955 0.999654 -0.862963 0.957439 -0.977909 0.818551 -0.994117 0.597015 -0.909948 0.315198 -0.733902 0.00155517 -0.483754 -0.312244 -0.184762
12.005 0.98652 -0.785208 0.988053 -0.939833 0.889823 -0.999564 0.701747 -0.958368 0.442816 -0.820406 0.139174 -0.599608 -0.178521 -0.318267
12.055 0.954609 -0.692508 0.999861 -0.883869 0.944158 -0.985985 0.793123 -0.988547 0.562006 -0.891295 0.274144 -0.704049 -0.0413987 -0.445715
12.105 0.904528 -0.586627 0.992638 -0.811081 0.980522 -0.95364 0.869402 -0.99991 0.670499 -0.945219 0.403896 -0.79509 0.0965111 -0.56468
12.155 0.837231 -0.469581 0.966522 -0.722856 0.998223 -0.903143 0.929134 -0.992241 0.76623 -0.981152 0.52596 -0.870997 0.232584 -0.672897
12.205 0.753998 -0.343597 0.922009 -0.620871 0.996924 -0.835457 0.971181 -0.965686 0.847377 -0.998411 0.638013 -0.930326 0.36423 -0.768305
12.255 0.656414 -0.211072 0.859947 -0.50707 0.976651 -0.751869 0.994742 -0.920751 0.912395 -0.996666 0.737923 -0.971947 0.488943 -0.849091
12.305 0.546336 -0.0745307 0.781517 -0.383617 0.937788 -0.653969 0.999371 -0.858291 0.960047 -0.97595 0.823787 -0.995069 0.60435 -0.913715
12.355 0.42586 0.0634296 0.688212 -0.252862 0.881076 -0.543623 0.984977 -0.779494 0.989426 -0.936659 0.893972 -0.999251 0.708254 -0.960947
12.405 0.297277 0.200183 0.581808 -0.117295 0.807593 -0.422929 0.951836 -0.68586 0.999972 -0.87954 0.947141 -0.984413 0.798677 -0.98989
12.455 0.163037 0.333125 0.46433 0.0205051 0.718739 -0.294186 0.900578 -0.579172 0.991485 -0.80568 0.982283 -0.950839 0.873899 -0.999991
12.505 0.0256927 0.459728 0.338013 0.157915 0.616205 -0.159843 0.832179 -0.461461 0.964127 -0.716485 0.998728 -0.899166 0.932487 -0.991059
12.555 -0.11214 0.577579 0.205264 0.292319 0.501942 -0.0224573 0.74794 -0.334966 0.918418 -0.613653 0.996164 -0.83038 0.973326 -0.963263
