0 0.75376 0.896755 -0.873027 -0.793585 0.51331 0.00809125 5.5096 5.95883 0.263311 0.282566 7.56655 5.04046 4.00536 3.28918 1.64119 0.568178 5.7672 5.4461
1 0.541053 0.686444 -0.694349 0.681727 0.152069 -0.938919 4.84136 5.29812 0.619775 0.872691 5.76035 0.305405 4.39308 3.14058 1.72769 0.579518 5.84637 5.67487
2 0.745308 0.288044 -0.640892 1 1 0.149333 5.48305 4.04651 0.72642 1 10 5.74666 4.29947 2.91329 1.57499 0.641838 5.56773 6.01111
3 0.745308 0.288044 -0.640892 1 1 0.149333 5.48305 4.04651 0.72642 1 10 5.74666 4.47136 3.12506 1.51282 0.66199 5.29519 5.97537
4 0.745308 0.288044 -0.640892 1 1 0.149333 5.48305 4.04651 0.72642 1 10 5.74666 4.69901 3.55026 1.32469 0.725557 5.91052 5.56175
5 0.478062 -0.278893 -0.689634 0.310852 -0.358729 -0.628745 4.64347 2.26542 0.62918 0.724341 3.20635 1.85627 4.86272 3.43775 1.31484 0.723852 5.07971 5.06667
6 0.478062 -0.278893 -0.689634 0.310852 -0.358729 -0.628745 4.64347 2.26542 0.62918 0.724341 3.20635 1.85627 4.6458 3.59041 1.20019 0.721705 5.34105 4.98365
7 0.85977 0.219007 -0.693063 0.682742 -0.604607 0.149333 5.84264 3.82962 0.622339 0.873097 1.97697 5.74666 4.38852 3.33712 1.45952 0.690938 4.31553 4.36682
8 0.85977 0.219007 -0.693063 0.682742 -0.604607 0.149333 5.84264 3.82962 0.622339 0.873097 1.97697 5.74666 4.49076 3.63119 1.39045 0.735904 4.8383 4.97453
9 0.972566 0.399245 -0.862217 0.914406 -0.427839 -0.0721071 6.197 4.39586 0.284878 0.965763 2.86081 4.63946 4.73028 3.53995 1.58507 0.739038 4.69692 4.9975
10 0.972566 0.399245 -0.862217 0.914406 -0.427839 -0.0721071 6.197 4.39586 0.284878 0.965763 2.86081 4.63946 4.98365 3.35599 1.41454 0.842413 4.01432 4.95958
11 0.972566 0.399245 -0.862217 0.914406 -0.427839 -0.0721071 6.197 4.39586 0.284878 0.965763 2.86081 4.63946 5.08772 3.22539 1.20669 0.837986 4.42177 4.88072
12 0.972566 0.399245 -0.862217 0.914406 -0.427839 -0.0721071 6.197 4.39586 0.284878 0.965763 2.86081 4.63946 5.2097 3.34892 1.07397 0.841018 4.09242 4.82169
13 0.972566 0.399245 -0.862217 0.914406 -0.427839 -0.0721071 6.197 4.39586 0.284878 0.965763 2.86081 4.63946 5.34864 3.40536 0.857468 0.830846 3.69858 4.80129
14 0.972566 0.399245 -0.862217 0.914406 -0.427839 -0.0721071 6.197 4.39586 0.284878 0.965763 2.86081 4.63946 5.34243 3.49373 0.790782 0.846969 3.50919 4.84531
15 0.753153 0.282286 -0.79657 0.841384 -0.567821 -0.331673 5.50769 4.02842 0.415844 0.936554 2.1609 3.34164 5.07255 3.02489 0.926022 0.847735 3.4364 5.00586
16 0.757975 0.319036 -0.759682 0.785128 -0.541608 -0.350791 5.52284 4.14387 0.489434 0.914051 2.29196 3.24605 4.99755 3.37514 0.781338 0.856301 4.08131 4.99566
17 0.927627 0.0959453 -0.809601 0.61959 -0.327235 -0.478841 6.05582 3.44301 0.389846 0.847836 3.36383 2.60579 4.96755 3.29037 0.935651 0.870771 3.78933 4.90163
18 0.740337 0.462717 -0.77567 0.867143 -0.484926 -0.438437 5.46743 4.59526 0.457539 0.946857 2.57537 2.80781 5.1903 3.32093 1.21537 0.872823 3.81737 4.16601
19 0.740337 0.462717 -0.77567 0.867143 -0.484926 -0.438437 5.46743 4.59526 0.457539 0.946857 2.57537 2.80781 5.16724 3.28874 1.36964 0.871823 3.39817 3.87598
20 0.891151 0.13901 -0.763296 0.998814 -0.220708 -0.399871 5.94123 3.57831 0.482224 0.999526 3.89646 3.00064 5.32083 3.70154 1.27529 0.900042 3.1573 3.72641
21 0.891151 0.13901 -0.763296 0.998814 -0.220708 -0.399871 5.94123 3.57831 0.482224 0.999526 3.89646 3.00064 5.28255 3.60592 1.23994 0.889795 3.67147 3.82726
22 0.891151 0.13901 -0.763296 0.998814 -0.220708 -0.399871 5.94123 3.57831 0.482224 0.999526 3.89646 3.00064 5.25888 3.54138 1.40702 0.916657 3.09337 3.82741
